census_block_group,poi_id,state_fips,county_fips,tract,block_group,poi_name,travel_time_minutes,avg_travel_speed_kmh,avg_travel_speed_mph,travel_distance_km,travel_distance_miles,statefp,countyfp,tractce,blkgrpce,affgeoid,namelsad,lsad,aland,awater,total_population,median_household_income,median_age
530330099004,custom_0,53,53033,009900,4,Seattle Central Library,15,50,31,2.4847615472041884,1.5439587673478137,53,33,9900,4,1500000US530330099004,Block Group 4,BG,4051590,2370735,1212.0,110405.0,41.2
530330100011,custom_0,53,53033,010001,1,Seattle Central Library,15,50,31,4.474480417233922,2.780312371337059,53,33,10001,1,1500000US530330100011,Block Group 1,BG,1001457,0,988.0,85455.0,33.3
530330100012,custom_0,53,53033,010001,2,Seattle Central Library,15,50,31,4.708925853831689,2.92598996672125,53,33,10001,2,1500000US530330100012,Block Group 2,BG,896865,0,1307.0,103508.0,38.4
530330100013,custom_0,53,53033,010001,3,Seattle Central Library,15,50,31,5.233373923918765,3.251866788479327,53,33,10001,3,1500000US530330100013,Block Group 3,BG,429190,0,1737.0,36286.0,35.5
530330100021,custom_0,53,53033,010002,1,Seattle Central Library,15,50,31,4.030323614720943,2.504326214802767,53,33,10002,1,1500000US530330100021,Block Group 1,BG,275099,0,1762.0,107250.0,36.4
530330100022,custom_0,53,53033,010002,2,Seattle Central Library,15,50,31,3.486113984735284,2.166170132808948,53,33,10002,2,1500000US530330100022,Block Group 2,BG,284252,0,1766.0,80000.0,33.1
530330100023,custom_0,53,53033,010002,3,Seattle Central Library,15,50,31,3.601677025523944,2.2379776550268384,53,33,10002,3,1500000US530330100023,Block Group 3,BG,388726,0,1400.0,77784.0,41.3
530330101011,custom_0,53,53033,010101,1,Seattle Central Library,15,50,31,4.902729363641637,3.0464138474153675,53,33,10101,1,1500000US530330101011,Block Group 1,BG,211305,0,1131.0,38921.0,52.2
530330101012,custom_0,53,53033,010101,2,Seattle Central Library,15,50,31,5.3532199954343245,3.3263356617830215,53,33,10101,2,1500000US530330101012,Block Group 2,BG,233982,0,1554.0,45550.0,23.4
530330101013,custom_0,53,53033,010101,3,Seattle Central Library,15,50,31,5.762707414112804,3.5807792686146875,53,33,10101,3,1500000US530330101013,Block Group 3,BG,426335,0,1493.0,153922.0,36.3
530330101022,custom_0,53,53033,010102,2,Seattle Central Library,15,50,31,5.599396103492881,3.4793023562234753,53,33,10102,2,1500000US530330101022,Block Group 2,BG,528744,0,1399.0,155200.0,38.7
530330101023,custom_0,53,53033,010102,3,Seattle Central Library,15,50,31,5.170294353544363,3.2126709727562144,53,33,10102,3,1500000US530330101023,Block Group 3,BG,180236,0,1205.0,137697.0,31.1
530330103012,custom_0,53,53033,010301,2,Seattle Central Library,15,50,31,7.436886843792683,4.621065815014304,53,33,10301,2,1500000US530330103012,Block Group 2,BG,365649,0,1794.0,57031.0,38.3
530330103013,custom_0,53,53033,010301,3,Seattle Central Library,15,50,31,7.1002220937954625,4.41187210264378,53,33,10301,3,1500000US530330103013,Block Group 3,BG,270545,0,1525.0,-666666666.0,30.8
530330103021,custom_0,53,53033,010302,1,Seattle Central Library,15,50,31,6.123622064474807,3.8050411658247754,53,33,10302,1,1500000US530330103021,Block Group 1,BG,169057,0,901.0,95380.0,32.6
530330103022,custom_0,53,53033,010302,2,Seattle Central Library,15,50,31,6.55109771908237,4.070662140803932,53,33,10302,2,1500000US530330103022,Block Group 2,BG,214462,0,616.0,222386.0,35.5
530330103023,custom_0,53,53033,010302,3,Seattle Central Library,15,50,31,6.523662999288601,4.053615001530957,53,33,10302,3,1500000US530330103023,Block Group 3,BG,248648,0,1534.0,111205.0,33.0
530330104011,custom_0,53,53033,010401,1,Seattle Central Library,15,50,31,6.092889239742382,3.7859446797879635,53,33,10401,1,1500000US530330104011,Block Group 1,BG,465671,0,1005.0,119250.0,31.4
530330104012,custom_0,53,53033,010401,2,Seattle Central Library,15,50,31,6.30864961824387,3.920011921937812,53,33,10401,2,1500000US530330104012,Block Group 2,BG,635956,0,2286.0,122612.0,36.0
530330104013,custom_0,53,53033,010401,3,Seattle Central Library,15,50,31,7.000918931531726,4.3501679974048,53,33,10401,3,1500000US530330104013,Block Group 3,BG,528247,0,1213.0,61776.0,47.7
530330104021,custom_0,53,53033,010402,1,Seattle Central Library,15,50,31,5.786484034782606,3.5955533711769028,53,33,10402,1,1500000US530330104021,Block Group 1,BG,625994,0,1225.0,118500.0,38.9
530330104022,custom_0,53,53033,010402,2,Seattle Central Library,15,50,31,5.635184165348252,3.5015400200066087,53,33,10402,2,1500000US530330104022,Block Group 2,BG,473351,0,1241.0,87011.0,37.7
530330104023,custom_0,53,53033,010402,3,Seattle Central Library,15,50,31,6.395342280616153,3.9738802282487398,53,33,10402,3,1500000US530330104023,Block Group 3,BG,291143,0,1086.0,82295.0,43.2
530330104024,custom_0,53,53033,010402,4,Seattle Central Library,15,50,31,5.4140017390658315,3.364103674605075,53,33,10402,4,1500000US530330104024,Block Group 4,BG,352387,0,1283.0,121719.0,40.5
530330105011,custom_0,53,53033,010501,1,Seattle Central Library,15,50,31,0.7088769371434183,0.44047557130974296,53,33,10501,1,1500000US530330105011,Block Group 1,BG,182787,0,1707.0,117500.0,37.0
530330105012,custom_0,53,53033,010501,2,Seattle Central Library,15,50,31,1.1230235943446336,0.6978142938415194,53,33,10501,2,1500000US530330105012,Block Group 2,BG,359574,0,1274.0,94594.0,48.9
530330105013,custom_0,53,53033,010501,3,Seattle Central Library,15,50,31,0.5631907544496257,0.3499504022831184,53,33,10501,3,1500000US530330105013,Block Group 3,BG,199655,0,1177.0,84788.0,29.7
530330105021,custom_0,53,53033,010502,1,Seattle Central Library,15,50,31,0.6017417375965965,0.3739048652321348,53,33,10502,1,1500000US530330105021,Block Group 1,BG,305998,0,1116.0,84712.0,39.4
530330105022,custom_0,53,53033,010502,2,Seattle Central Library,15,50,31,1.1397763934361826,0.7082239973658343,53,33,10502,2,1500000US530330105022,Block Group 2,BG,378051,0,2377.0,166739.0,40.1
530330105023,custom_0,53,53033,010502,3,Seattle Central Library,15,50,31,0.9279808758328402,0.5766204047971277,53,33,10502,3,1500000US530330105023,Block Group 3,BG,190946,0,849.0,56947.0,34.0
530330105024,custom_0,53,53033,010502,4,Seattle Central Library,15,50,31,0.3854899709876368,0.2395322887625589,53,33,10502,4,1500000US530330105024,Block Group 4,BG,100917,0,1511.0,117206.0,37.1
530330106011,custom_0,53,53033,010601,1,Seattle Central Library,15,50,31,1.5829231130484824,0.9835825176780486,53,33,10601,1,1500000US530330106011,Block Group 1,BG,326080,0,939.0,133889.0,39.2
530330106012,custom_0,53,53033,010601,2,Seattle Central Library,15,50,31,1.9776291439504052,1.2288413988056073,53,33,10601,2,1500000US530330106012,Block Group 2,BG,327297,0,1750.0,131667.0,36.8
530330106013,custom_0,53,53033,010601,3,Seattle Central Library,15,50,31,2.4426170862159844,1.5177714214791125,53,33,10601,3,1500000US530330106013,Block Group 3,BG,435856,0,1809.0,147098.0,38.0
530330106021,custom_0,53,53033,010602,1,Seattle Central Library,15,50,31,2.393347359210301,1.4871566419398639,53,33,10602,1,1500000US530330106021,Block Group 1,BG,451524,0,1450.0,83575.0,40.4
530330106022,custom_0,53,53033,010602,2,Seattle Central Library,15,50,31,1.742182882374221,1.082541919803752,53,33,10602,2,1500000US530330106022,Block Group 2,BG,750287,817134,1107.0,158333.0,54.5
530330106023,custom_0,53,53033,010602,3,Seattle Central Library,15,50,31,1.6823880741182684,1.0453871600029425,53,33,10602,3,1500000US530330106023,Block Group 3,BG,303250,0,1349.0,134911.0,32.7
530330107011,custom_0,53,53033,010701,1,Seattle Central Library,15,50,31,3.30820961734882,2.0556255181416536,53,33,10701,1,1500000US530330107011,Block Group 1,BG,505007,3664,2070.0,92250.0,39.2
530330107012,custom_0,53,53033,010701,2,Seattle Central Library,15,50,31,2.8881947689617964,1.7946404717845603,53,33,10701,2,1500000US530330107012,Block Group 2,BG,399288,0,1081.0,79000.0,36.0
530330107013,custom_0,53,53033,010701,3,Seattle Central Library,15,50,31,2.272187337561756,1.411871318128086,53,33,10701,3,1500000US530330107013,Block Group 3,BG,553089,0,1003.0,114615.0,34.2
530330107021,custom_0,53,53033,010702,1,Seattle Central Library,15,50,31,1.756240268655813,1.0912767719749312,53,33,10702,1,1500000US530330107021,Block Group 1,BG,299733,0,1435.0,159545.0,36.4
530330107022,custom_0,53,53033,010702,2,Seattle Central Library,15,50,31,2.2558836616978506,1.4017406867528552,53,33,10702,2,1500000US530330107022,Block Group 2,BG,208058,0,2338.0,37263.0,29.4
530330107023,custom_0,53,53033,010702,3,Seattle Central Library,15,50,31,2.537518952356712,1.5767406889448425,53,33,10702,3,1500000US530330107023,Block Group 3,BG,272325,0,1066.0,-666666666.0,32.7
530330108001,custom_0,53,53033,010800,1,Seattle Central Library,15,50,31,3.3932453666889,2.1084642667448485,53,33,10800,1,1500000US530330108001,Block Group 1,BG,2763631,322633,1328.0,108036.0,44.4
530330108002,custom_0,53,53033,010800,2,Seattle Central Library,15,50,31,3.0837436500171704,1.9161488755548193,53,33,10800,2,1500000US530330108002,Block Group 2,BG,782588,0,1871.0,97708.0,33.5
530330108003,custom_0,53,53033,010800,3,Seattle Central Library,15,50,31,2.1858859669702793,1.3582461491822895,53,33,10800,3,1500000US530330108003,Block Group 3,BG,594306,0,1675.0,141500.0,37.8
530330109001,custom_0,53,53033,010900,1,Seattle Central Library,15,50,31,6.591929053480991,4.096033547890537,53,33,10900,1,1500000US530330109001,Block Group 1,BG,3090797,159511,619.0,43828.0,37.8
530330109002,custom_0,53,53033,010900,2,Seattle Central Library,15,50,31,4.639930556217239,2.8831182896472622,53,33,10900,2,1500000US530330109002,Block Group 2,BG,2298984,255418,587.0,97917.0,40.1
530330110011,custom_0,53,53033,011001,1,Seattle Central Library,15,50,31,8.48929070238719,5.2749990530330315,53,33,11001,1,1500000US530330110011,Block Group 1,BG,236055,0,1928.0,93596.0,28.5
530330110012,custom_0,53,53033,011001,2,Seattle Central Library,15,50,31,7.874622537696656,4.8930620808711085,53,33,11001,2,1500000US530330110012,Block Group 2,BG,424353,0,1335.0,12487.0,50.1
530330110013,custom_0,53,53033,011001,3,Seattle Central Library,15,50,31,7.98933224253393,4.964339364875551,53,33,11001,3,1500000US530330110013,Block Group 3,BG,419983,0,1892.0,60795.0,43.3
530330110021,custom_0,53,53033,011002,1,Seattle Central Library,15,50,31,6.926452760174167,4.303896878042182,53,33,11002,1,1500000US530330110021,Block Group 1,BG,1101577,0,1269.0,80833.0,50.1
530330110022,custom_0,53,53033,011002,2,Seattle Central Library,15,50,31,7.04426430309426,4.377101554277983,53,33,11002,2,1500000US530330110022,Block Group 2,BG,321842,0,1641.0,54167.0,31.3
530330110023,custom_0,53,53033,011002,3,Seattle Central Library,15,50,31,7.503946281816989,4.662734605078905,53,33,11002,3,1500000US530330110023,Block Group 3,BG,296150,0,1689.0,42992.0,20.7
530330111011,custom_0,53,53033,011101,1,Seattle Central Library,15,50,31,8.42405990592331,5.234466527803472,53,33,11101,1,1500000US530330111011,Block Group 1,BG,287269,0,1316.0,98947.0,43.5
530330111014,custom_0,53,53033,011101,4,Seattle Central Library,15,50,31,7.968094923740735,4.951143110859705,53,33,11101,4,1500000US530330111014,Block Group 4,BG,387020,0,1956.0,59118.0,40.8
530330112001,custom_0,53,53033,011200,1,Seattle Central Library,15,50,31,6.105529362979721,3.793798885804072,53,33,11200,1,1500000US530330112001,Block Group 1,BG,1069250,0,1735.0,66776.0,31.8
530330112002,custom_0,53,53033,011200,2,Seattle Central Library,15,50,31,5.717626056430987,3.552767020310579,53,33,11200,2,1500000US530330112002,Block Group 2,BG,935152,139646,1057.0,59609.0,44.0
530330113001,custom_0,53,53033,011300,1,Seattle Central Library,15,50,31,5.158014076786701,3.2050403649070294,53,33,11300,1,1500000US530330113001,Block Group 1,BG,2073031,42220,2192.0,44500.0,52.0
530330113004,custom_0,53,53033,011300,4,Seattle Central Library,15,50,31,4.795610854165047,2.9798535120633893,53,33,11300,4,1500000US530330113004,Block Group 4,BG,395295,0,743.0,166176.0,39.3
530330113005,custom_0,53,53033,011300,5,Seattle Central Library,15,50,31,4.549323258082216,2.826817542197805,53,33,11300,5,1500000US530330113005,Block Group 5,BG,290937,0,628.0,88375.0,39.8
530330114011,custom_0,53,53033,011401,1,Seattle Central Library,15,50,31,4.012115913142962,2.4930124770655553,53,33,11401,1,1500000US530330114011,Block Group 1,BG,366696,0,1915.0,100179.0,32.2
530330114013,custom_0,53,53033,011401,3,Seattle Central Library,15,50,31,4.227721289161774,2.6269834051677408,53,33,11401,3,1500000US530330114013,Block Group 3,BG,500592,0,1453.0,116576.0,37.9
530330115001,custom_0,53,53033,011500,1,Seattle Central Library,15,50,31,3.669972082346432,2.280414222779685,53,33,11500,1,1500000US530330115001,Block Group 1,BG,553993,0,1735.0,99656.0,36.8
530330115003,custom_0,53,53033,011500,3,Seattle Central Library,15,50,31,3.460085377276261,2.149996710963528,53,33,11500,3,1500000US530330115003,Block Group 3,BG,452236,0,1287.0,115513.0,41.8
530330116021,custom_0,53,53033,011602,1,Seattle Central Library,15,50,31,2.9540464017063073,1.8355587666746498,53,33,11602,1,1500000US530330116021,Block Group 1,BG,393069,0,1149.0,140714.0,41.1
530330116022,custom_0,53,53033,011602,2,Seattle Central Library,15,50,31,3.5827313773682454,2.226205378686684,53,33,11602,2,1500000US530330116022,Block Group 2,BG,326579,0,1319.0,115839.0,36.0
530330116023,custom_0,53,53033,011602,3,Seattle Central Library,15,50,31,3.4494346938419316,2.1433786851472547,53,33,11602,3,1500000US530330116023,Block Group 3,BG,846177,786358,972.0,125083.0,51.0
530330117002,custom_0,53,53033,011700,2,Seattle Central Library,15,50,31,8.926096544384238,5.546417535880579,53,33,11700,2,1500000US530330117002,Block Group 2,BG,1601771,0,1341.0,71548.0,43.0
