census_block_group,poi_id,state_fips,county_fips,tract,block_group,poi_name,travel_time_minutes,avg_travel_speed_kmh,avg_travel_speed_mph,travel_distance_km,travel_distance_miles,statefp,countyfp,tractce,blkgrpce,affgeoid,namelsad,lsad,aland,awater,total_population,median_household_income,median_age
530330070021,custom_0,53,53033,007002,1,Seattle Central Library,15,50,31,2.8874211308463207,1.7941597554951092,53,33,7002,1,1500000US530330070021,Block Group 1,BG,116217,0,951.0,70855.0,35.8
530330070022,custom_0,53,53033,007002,2,Seattle Central Library,15,50,31,2.6409286095507243,1.6409964510451431,53,33,7002,2,1500000US530330070022,Block Group 2,BG,192014,0,1522.0,86985.0,38.8
530330070023,custom_0,53,53033,007002,3,Seattle Central Library,15,50,31,2.555908292300254,1.588167291494901,53,33,7002,3,1500000US530330070023,Block Group 3,BG,132790,0,1061.0,66511.0,30.8
530330071011,custom_0,53,53033,007101,1,Seattle Central Library,15,50,31,2.4767488223420604,1.5389798924875084,53,33,7101,1,1500000US530330071011,Block Group 1,BG,100675,0,1330.0,100441.0,27.8
530330071012,custom_0,53,53033,007101,2,Seattle Central Library,15,50,31,2.2993200865727035,1.4287308215137673,53,33,7101,2,1500000US530330071012,Block Group 2,BG,394379,0,1454.0,117845.0,35.6
530330071021,custom_0,53,53033,007102,1,Seattle Central Library,15,50,31,3.05136531235545,1.8960299155036184,53,33,7102,1,1500000US530330071021,Block Group 1,BG,256424,0,1521.0,101641.0,33.9
530330071022,custom_0,53,53033,007102,2,Seattle Central Library,15,50,31,2.756646405350301,1.7129001335389218,53,33,7102,2,1500000US530330071022,Block Group 2,BG,79484,0,1017.0,95481.0,28.3
530330072011,custom_0,53,53033,007201,1,Seattle Central Library,15,50,31,1.5089862515875097,0.9376402961351825,53,33,7201,1,1500000US530330072011,Block Group 1,BG,62224,0,1768.0,-666666666.0,28.8
530330072012,custom_0,53,53033,007201,2,Seattle Central Library,15,50,31,1.7787376092583407,1.1052559670024644,53,33,7201,2,1500000US530330072012,Block Group 2,BG,49810,0,1140.0,-666666666.0,42.4
530330072013,custom_0,53,53033,007201,3,Seattle Central Library,15,50,31,1.5471846800445332,0.9613756918239517,53,33,7201,3,1500000US530330072013,Block Group 3,BG,38710,0,2294.0,198646.0,42.9
530330072021,custom_0,53,53033,007202,1,Seattle Central Library,15,50,31,1.2320485096305325,0.7655592144776336,53,33,7202,1,1500000US530330072021,Block Group 1,BG,64502,0,1388.0,173993.0,31.1
530330072022,custom_0,53,53033,007202,2,Seattle Central Library,15,50,31,0.9845803409529706,0.6117896710382883,53,33,7202,2,1500000US530330072022,Block Group 2,BG,95581,0,387.0,-666666666.0,34.9
530330072023,custom_0,53,53033,007202,3,Seattle Central Library,15,50,31,1.350319864209332,0.8390496043436168,53,33,7202,3,1500000US530330072023,Block Group 3,BG,120502,0,1704.0,207675.0,33.1
530330072031,custom_0,53,53033,007203,1,Seattle Central Library,15,50,31,1.545796974727732,0.9605134119835456,53,33,7203,1,1500000US530330072031,Block Group 1,BG,297220,0,896.0,122419.0,35.2
530330072032,custom_0,53,53033,007203,2,Seattle Central Library,15,50,31,1.9358651533265083,1.2028904661876458,53,33,7203,2,1500000US530330072032,Block Group 2,BG,282411,0,2024.0,119464.0,32.0
530330073011,custom_0,53,53033,007301,1,Seattle Central Library,15,50,31,0.7284946626764746,0.45266545704194366,53,33,7301,1,1500000US530330073011,Block Group 1,BG,124121,0,917.0,77750.0,27.8
530330073012,custom_0,53,53033,007301,2,Seattle Central Library,15,50,31,0.8972446312761091,0.5575217937806672,53,33,7301,2,1500000US530330073012,Block Group 2,BG,56383,0,533.0,60658.0,39.2
530330073013,custom_0,53,53033,007301,3,Seattle Central Library,15,50,31,0.8660186996646091,0.5381189054292979,53,33,7301,3,1500000US530330073013,Block Group 3,BG,70283,0,1208.0,111250.0,27.1
530330073021,custom_0,53,53033,007302,1,Seattle Central Library,15,50,31,0.9696574680128992,0.6025170305566432,53,33,7302,1,1500000US530330073021,Block Group 1,BG,82984,0,1197.0,158220.0,31.8
530330073022,custom_0,53,53033,007302,2,Seattle Central Library,15,50,31,0.9582739730380733,0.5954436569006406,53,33,7302,2,1500000US530330073022,Block Group 2,BG,171418,0,1444.0,75969.0,31.3
530330073023,custom_0,53,53033,007302,3,Seattle Central Library,15,50,31,1.2458208205712118,0.7741169290991544,53,33,7302,3,1500000US530330073023,Block Group 3,BG,58579,0,2045.0,156004.0,36.2
530330073031,custom_0,53,53033,007303,1,Seattle Central Library,15,50,31,1.2054696262213482,0.7490438671147854,53,33,7303,1,1500000US530330073031,Block Group 1,BG,153488,0,993.0,102554.0,27.7
530330073032,custom_0,53,53033,007303,2,Seattle Central Library,15,50,31,1.0393352126054576,0.6458127603918657,53,33,7303,2,1500000US530330073032,Block Group 2,BG,83640,0,1240.0,130250.0,33.4
530330073033,custom_0,53,53033,007303,3,Seattle Central Library,15,50,31,1.246584364416013,0.7745913731015425,53,33,7303,3,1500000US530330073033,Block Group 3,BG,76399,0,467.0,188077.0,34.4
530330074031,custom_0,53,53033,007403,1,Seattle Central Library,15,50,31,0.4223874541265176,0.2624593147580484,53,33,7403,1,1500000US530330074031,Block Group 1,BG,51377,0,1622.0,85625.0,32.5
530330074032,custom_0,53,53033,007403,2,Seattle Central Library,15,50,31,0.24102398465459554,0.1497653143688107,53,33,7403,2,1500000US530330074032,Block Group 2,BG,67182,0,1103.0,83750.0,32.8
530330074041,custom_0,53,53033,007404,1,Seattle Central Library,15,50,31,0.5837748435012141,0.3627407582811929,53,33,7404,1,1500000US530330074041,Block Group 1,BG,71666,0,1561.0,108942.0,34.1
530330074042,custom_0,53,53033,007404,2,Seattle Central Library,15,50,31,0.49856821998288836,0.3097958334189873,53,33,7404,2,1500000US530330074042,Block Group 2,BG,82059,0,1491.0,89338.0,32.4
530330074051,custom_0,53,53033,007405,1,Seattle Central Library,15,50,31,0.2789220605774815,0.17331407970309023,53,33,7405,1,1500000US530330074051,Block Group 1,BG,78387,0,1289.0,69844.0,27.4
530330074052,custom_0,53,53033,007405,2,Seattle Central Library,15,50,31,0.47763316481597495,0.2967873972548672,53,33,7405,2,1500000US530330074052,Block Group 2,BG,53443,0,1317.0,82267.0,32.6
530330074061,custom_0,53,53033,007406,1,Seattle Central Library,15,50,31,0.30665710505132276,0.19054783202284548,53,33,7406,1,1500000US530330074061,Block Group 1,BG,80839,0,1235.0,73313.0,28.9
530330074062,custom_0,53,53033,007406,2,Seattle Central Library,15,50,31,0.5665617844901583,0.3520450625904341,53,33,7406,2,1500000US530330074062,Block Group 2,BG,69990,0,1179.0,46875.0,31.9
530330075011,custom_0,53,53033,007501,1,Seattle Central Library,15,50,31,0.1885139310622431,0.11713708985807705,53,33,7501,1,1500000US530330075011,Block Group 1,BG,89317,0,1348.0,-666666666.0,42.0
530330075012,custom_0,53,53033,007501,2,Seattle Central Library,15,50,31,0.34114910800834847,0.2119801623922555,53,33,7501,2,1500000US530330075012,Block Group 2,BG,99940,0,1477.0,112767.0,32.4
530330075013,custom_0,53,53033,007501,3,Seattle Central Library,15,50,31,0.5252627787113123,0.32638305807062684,53,33,7501,3,1500000US530330075013,Block Group 3,BG,109026,0,1331.0,-666666666.0,39.8
530330075021,custom_0,53,53033,007502,1,Seattle Central Library,15,50,31,0.631368567127686,0.39231411792469734,53,33,7502,1,1500000US530330075021,Block Group 1,BG,80405,0,1093.0,111118.0,30.4
530330075022,custom_0,53,53033,007502,2,Seattle Central Library,15,50,31,0.46808233898353585,0.29085279105653866,53,33,7502,2,1500000US530330075022,Block Group 2,BG,94229,0,703.0,-666666666.0,35.5
530330075023,custom_0,53,53033,007502,3,Seattle Central Library,15,50,31,0.35736853007737446,0.22205844090270824,53,33,7502,3,1500000US530330075023,Block Group 3,BG,141297,0,563.0,105994.0,37.3
530330075031,custom_0,53,53033,007503,1,Seattle Central Library,15,50,31,0.7675679018161743,0.47694443471941805,53,33,7503,1,1500000US530330075031,Block Group 1,BG,120046,0,1260.0,48185.0,27.4
530330075032,custom_0,53,53033,007503,2,Seattle Central Library,15,50,31,0.8485851651505779,0.5272862126547797,53,33,7503,2,1500000US530330075032,Block Group 2,BG,67495,0,1015.0,-666666666.0,29.6
530330076001,custom_0,53,53033,007600,1,Seattle Central Library,15,50,31,1.0795085952991414,0.6707753353696229,53,33,7600,1,1500000US530330076001,Block Group 1,BG,170634,0,1322.0,99351.0,32.6
530330076002,custom_0,53,53033,007600,2,Seattle Central Library,15,50,31,1.1661862400561873,0.7246343101699532,53,33,7600,2,1500000US530330076002,Block Group 2,BG,213478,0,2094.0,122500.0,31.6
530330076003,custom_0,53,53033,007600,3,Seattle Central Library,15,50,31,0.7920074538392516,0.49213046359954965,53,33,7600,3,1500000US530330076003,Block Group 3,BG,187770,0,1307.0,121006.0,36.0
530330077001,custom_0,53,53033,007700,1,Seattle Central Library,15,50,31,2.018141686584404,1.2540147179346377,53,33,7700,1,1500000US530330077001,Block Group 1,BG,395433,0,1750.0,151927.0,41.1
530330077002,custom_0,53,53033,007700,2,Seattle Central Library,15,50,31,1.667683054923589,1.0362498875209254,53,33,7700,2,1500000US530330077002,Block Group 2,BG,232758,0,1194.0,140735.0,40.2
530330077003,custom_0,53,53033,007700,3,Seattle Central Library,15,50,31,1.7189050487044015,1.0680777490185027,53,33,7700,3,1500000US530330077003,Block Group 3,BG,242633,0,1323.0,166607.0,27.9
530330077004,custom_0,53,53033,007700,4,Seattle Central Library,15,50,31,1.5965469797963319,0.9920479933830265,53,33,7700,4,1500000US530330077004,Block Group 4,BG,187498,0,1492.0,88015.0,31.4
530330078001,custom_0,53,53033,007800,1,Seattle Central Library,15,50,31,3.555722601326047,2.209422908508567,53,33,7800,1,1500000US530330078001,Block Group 1,BG,804564,3632914,1351.0,228021.0,51.4
530330078002,custom_0,53,53033,007800,2,Seattle Central Library,15,50,31,2.787074126665105,1.7318070371600232,53,33,7800,2,1500000US530330078002,Block Group 2,BG,489415,0,1482.0,173790.0,43.5
530330078003,custom_0,53,53033,007800,3,Seattle Central Library,15,50,31,2.5183622546316684,1.5648372725227344,53,33,7800,3,1500000US530330078003,Block Group 3,BG,312291,0,1479.0,189583.0,33.2
530330078004,custom_0,53,53033,007800,4,Seattle Central Library,15,50,31,2.45383274355022,1.5247405056925436,53,33,7800,4,1500000US530330078004,Block Group 4,BG,491470,0,1586.0,154744.0,38.2
530330079011,custom_0,53,53033,007901,1,Seattle Central Library,15,50,31,0.838165727896554,0.5208118765088097,53,33,7901,1,1500000US530330079011,Block Group 1,BG,104722,0,1477.0,75825.0,35.0
530330079012,custom_0,53,53033,007901,2,Seattle Central Library,15,50,31,1.1321602635302088,0.7034915551100294,53,33,7901,2,1500000US530330079012,Block Group 2,BG,162509,0,1496.0,63961.0,46.2
530330079021,custom_0,53,53033,007902,1,Seattle Central Library,15,50,31,1.0910325164687242,0.6779359657906876,53,33,7902,1,1500000US530330079021,Block Group 1,BG,85238,0,1390.0,46566.0,31.5
530330079022,custom_0,53,53033,007902,2,Seattle Central Library,15,50,31,1.3561445277013062,0.8426688813222883,53,33,7902,2,1500000US530330079022,Block Group 2,BG,152930,0,991.0,85074.0,29.3
530330079023,custom_0,53,53033,007902,3,Seattle Central Library,15,50,31,1.4267343196421312,0.8865313309303506,53,33,7902,3,1500000US530330079023,Block Group 3,BG,193076,0,1415.0,107778.0,32.3
530330080021,custom_0,53,53033,008002,1,Seattle Central Library,15,50,31,0.8928228989103,0.5547742575187921,53,33,8002,1,1500000US530330080021,Block Group 1,BG,51341,0,1091.0,50521.0,47.6
530330080022,custom_0,53,53033,008002,2,Seattle Central Library,15,50,31,1.3620922457005804,0.8463646208032154,53,33,8002,2,1500000US530330080022,Block Group 2,BG,119194,0,1202.0,109006.0,34.5
530330080023,custom_0,53,53033,008002,3,Seattle Central Library,15,50,31,1.0755057436553273,0.6682880794408543,53,33,8002,3,1500000US530330080023,Block Group 3,BG,63779,0,1725.0,109316.0,37.1
530330080031,custom_0,53,53033,008003,1,Seattle Central Library,15,50,31,1.3891042937214013,0.8631491240939608,53,33,8003,1,1500000US530330080031,Block Group 1,BG,69315,0,1530.0,75386.0,38.7
530330080032,custom_0,53,53033,008003,2,Seattle Central Library,15,50,31,1.7058178624787415,1.059945751026278,53,33,8003,2,1500000US530330080032,Block Group 2,BG,54958,0,1450.0,131419.0,35.4
530330080033,custom_0,53,53033,008003,3,Seattle Central Library,15,50,31,2.0431380116398006,1.2695467094306345,53,33,8003,3,1500000US530330080033,Block Group 3,BG,72879,0,1124.0,145941.0,36.0
530330080041,custom_0,53,53033,008004,1,Seattle Central Library,15,50,31,1.7400462786767799,1.0812142962276694,53,33,8004,1,1500000US530330080041,Block Group 1,BG,36855,0,1352.0,180819.0,31.1
530330080042,custom_0,53,53033,008004,2,Seattle Central Library,15,50,31,1.736287246763102,1.0788785428084355,53,33,8004,2,1500000US530330080042,Block Group 2,BG,51591,0,733.0,205583.0,38.2
530330080043,custom_0,53,53033,008004,3,Seattle Central Library,15,50,31,2.081371173067311,1.293303687180008,53,33,8004,3,1500000US530330080043,Block Group 3,BG,196180,526767,1101.0,137309.0,33.6
530330081011,custom_0,53,53033,008101,1,Seattle Central Library,15,50,31,0.8649189934580268,0.5374355798840076,53,33,8101,1,1500000US530330081011,Block Group 1,BG,98582,0,851.0,33073.0,63.6
530330081012,custom_0,53,53033,008101,2,Seattle Central Library,15,50,31,0.6030133866435629,0.3746950310720973,53,33,8101,2,1500000US530330081012,Block Group 2,BG,58785,0,1037.0,152885.0,40.9
530330081013,custom_0,53,53033,008101,3,Seattle Central Library,15,50,31,0.617119110493846,0.38345991880667163,53,33,8101,3,1500000US530330081013,Block Group 3,BG,112957,277671,659.0,112283.0,31.4
530330081021,custom_0,53,53033,008102,1,Seattle Central Library,15,50,31,0.3846450704776324,0.23900729208775692,53,33,8102,1,1500000US530330081021,Block Group 1,BG,260257,0,1350.0,135282.0,36.4
530330081022,custom_0,53,53033,008102,2,Seattle Central Library,15,50,31,0.3701985990647267,0.2300306736994483,53,33,8102,2,1500000US530330081022,Block Group 2,BG,296448,91220,1295.0,-666666666.0,46.3
530330082001,custom_0,53,53033,008200,1,Seattle Central Library,15,50,31,0.5081699251783042,0.315762054577968,53,33,8200,1,1500000US530330082001,Block Group 1,BG,242153,0,1610.0,123750.0,28.9
530330082002,custom_0,53,53033,008200,2,Seattle Central Library,15,50,31,0.3160616299742155,0.19639153107870827,53,33,8200,2,1500000US530330082002,Block Group 2,BG,69243,0,1170.0,105368.0,31.0
530330082003,custom_0,53,53033,008200,3,Seattle Central Library,15,50,31,0.5342921909062528,0.3319936729556092,53,33,8200,3,1500000US530330082003,Block Group 3,BG,64389,0,1443.0,108629.0,34.9
530330083001,custom_0,53,53033,008300,1,Seattle Central Library,15,50,31,0.6035872228505416,0.37505159624986384,53,33,8300,1,1500000US530330083001,Block Group 1,BG,122805,0,2034.0,84637.0,30.5
530330083002,custom_0,53,53033,008300,2,Seattle Central Library,15,50,31,0.8404359214287372,0.5222225089340959,53,33,8300,2,1500000US530330083002,Block Group 2,BG,115150,0,1343.0,103207.0,40.7
530330084011,custom_0,53,53033,008401,1,Seattle Central Library,15,50,31,0.6315035957183867,0.39239802077512964,53,33,8401,1,1500000US530330084011,Block Group 1,BG,87702,0,1131.0,52031.0,30.0
530330084012,custom_0,53,53033,008401,2,Seattle Central Library,15,50,31,0.871012295202322,0.5412217808821621,53,33,8401,2,1500000US530330084012,Block Group 2,BG,49467,0,1063.0,66927.0,37.2
530330084013,custom_0,53,53033,008401,3,Seattle Central Library,15,50,31,0.8885268443836212,0.5521048138214951,53,33,8401,3,1500000US530330084013,Block Group 3,BG,113752,0,879.0,157202.0,34.9
530330084021,custom_0,53,53033,008402,1,Seattle Central Library,15,50,31,0.671092300792947,0.41699729403601427,53,33,8402,1,1500000US530330084021,Block Group 1,BG,53753,0,1000.0,66598.0,32.9
530330084022,custom_0,53,53033,008402,2,Seattle Central Library,15,50,31,0.7723246571524396,0.47990014453946855,53,33,8402,2,1500000US530330084022,Block Group 2,BG,44157,0,908.0,71154.0,30.5
530330084023,custom_0,53,53033,008402,3,Seattle Central Library,15,50,31,0.828696048111127,0.5149276921108591,53,33,8402,3,1500000US530330084023,Block Group 3,BG,47536,0,666.0,73917.0,32.8
530330085001,custom_0,53,53033,008500,1,Seattle Central Library,15,50,31,0.38499340944448274,0.23922373981992767,53,33,8500,1,1500000US530330085001,Block Group 1,BG,155715,0,1404.0,77625.0,44.6
530330085002,custom_0,53,53033,008500,2,Seattle Central Library,15,50,31,0.7451297554651961,0.46300202128316437,53,33,8500,2,1500000US530330085002,Block Group 2,BG,151362,0,1358.0,73718.0,31.2
530330085003,custom_0,53,53033,008500,3,Seattle Central Library,15,50,31,0.5879526286819217,0.3653367128367144,53,33,8500,3,1500000US530330085003,Block Group 3,BG,143901,0,1679.0,11094.0,35.7
530330086001,custom_0,53,53033,008600,1,Seattle Central Library,15,50,31,1.2880610386579356,0.8003637756519202,53,33,8600,1,1500000US530330086001,Block Group 1,BG,221773,0,2366.0,108487.0,28.2
530330086002,custom_0,53,53033,008600,2,Seattle Central Library,15,50,31,1.2425605703301226,0.7720911041465987,53,33,8600,2,1500000US530330086002,Block Group 2,BG,226349,0,2059.0,58708.0,28.7
530330086003,custom_0,53,53033,008600,3,Seattle Central Library,15,50,31,1.0670838383349812,0.6630549517100456,53,33,8600,3,1500000US530330086003,Block Group 3,BG,192770,0,1274.0,-666666666.0,19.4
530330086004,custom_0,53,53033,008600,4,Seattle Central Library,15,50,31,1.0193383675050567,0.6333873007549846,53,33,8600,4,1500000US530330086004,Block Group 4,BG,70458,0,1304.0,54435.0,28.1
530330087001,custom_0,53,53033,008700,1,Seattle Central Library,15,50,31,1.6677591614340705,1.0362971778994499,53,33,8700,1,1500000US530330087001,Block Group 1,BG,343313,0,1587.0,163529.0,30.9
530330087002,custom_0,53,53033,008700,2,Seattle Central Library,15,50,31,2.0987751496160314,1.3041180134920631,53,33,8700,2,1500000US530330087002,Block Group 2,BG,164030,0,1468.0,128333.0,32.2
530330087003,custom_0,53,53033,008700,3,Seattle Central Library,15,50,31,1.7131601813476582,1.0645080550441757,53,33,8700,3,1500000US530330087003,Block Group 3,BG,225042,0,1610.0,158401.0,31.2
530330088001,custom_0,53,53033,008800,1,Seattle Central Library,15,50,31,2.027474925115944,1.2598141216942194,53,33,8800,1,1500000US530330088001,Block Group 1,BG,330280,0,1842.0,111042.0,35.7
530330088002,custom_0,53,53033,008800,2,Seattle Central Library,15,50,31,2.317844809555682,1.4402415471584238,53,33,8800,2,1500000US530330088002,Block Group 2,BG,403914,0,1192.0,112250.0,38.6
530330088003,custom_0,53,53033,008800,3,Seattle Central Library,15,50,31,2.615055921986533,1.624919913300694,53,33,8800,3,1500000US530330088003,Block Group 3,BG,214387,0,1319.0,203864.0,32.8
530330089001,custom_0,53,53033,008900,1,Seattle Central Library,15,50,31,4.150901088764829,2.579249560426891,53,33,8900,1,1500000US530330089001,Block Group 1,BG,438670,1798066,1834.0,159531.0,41.2
530330089002,custom_0,53,53033,008900,2,Seattle Central Library,15,50,31,3.0966456506886,1.924165804614026,53,33,8900,2,1500000US530330089002,Block Group 2,BG,304752,0,1474.0,118486.0,46.4
530330089003,custom_0,53,53033,008900,3,Seattle Central Library,15,50,31,2.7178290430791145,1.6887801503271125,53,33,8900,3,1500000US530330089003,Block Group 3,BG,294037,0,1038.0,71090.0,34.5
530330089004,custom_0,53,53033,008900,4,Seattle Central Library,15,50,31,2.7314849229551523,1.697265518061566,53,33,8900,4,1500000US530330089004,Block Group 4,BG,232574,0,1658.0,-666666666.0,46.1
530330090001,custom_0,53,53033,009000,1,Seattle Central Library,15,50,31,1.659146267226607,1.0309453752128641,53,33,9000,1,1500000US530330090001,Block Group 1,BG,400874,0,1143.0,32054.0,58.9
530330090002,custom_0,53,53033,009000,2,Seattle Central Library,15,50,31,2.052995724562316,1.2756720063670108,53,33,9000,2,1500000US530330090002,Block Group 2,BG,171420,0,1280.0,79167.0,31.5
530330090003,custom_0,53,53033,009000,3,Seattle Central Library,15,50,31,2.3877630537281544,1.4836867164581171,53,33,9000,3,1500000US530330090003,Block Group 3,BG,283578,0,1377.0,122708.0,33.9
530330091001,custom_0,53,53033,009100,1,Seattle Central Library,15,50,31,1.218357471118098,0.7570520001861237,53,33,9100,1,1500000US530330091001,Block Group 1,BG,300544,0,1006.0,19980.0,56.7
530330091002,custom_0,53,53033,009100,2,Seattle Central Library,15,50,31,1.074782997730351,0.6678389860827059,53,33,9100,2,1500000US530330091002,Block Group 2,BG,110077,0,1701.0,51159.0,41.5
530330092001,custom_0,53,53033,009200,1,Seattle Central Library,15,50,31,0.8038403492677813,0.4994830816648705,53,33,9200,1,1500000US530330092001,Block Group 1,BG,133446,0,1761.0,31776.0,40.6
530330092002,custom_0,53,53033,009200,2,Seattle Central Library,15,50,31,0.6565248043671807,0.4079454742144395,53,33,9200,2,1500000US530330092002,Block Group 2,BG,205005,154864,964.0,39489.0,39.6
530330093001,custom_0,53,53033,009300,1,Seattle Central Library,15,50,31,1.9130447284297247,1.1887105159491065,53,33,9300,1,1500000US530330093001,Block Group 1,BG,756814,0,926.0,70438.0,37.6
530330093002,custom_0,53,53033,009300,2,Seattle Central Library,15,50,31,1.8910009343815901,1.175013141597623,53,33,9300,2,1500000US530330093002,Block Group 2,BG,2231135,384347,1386.0,122554.0,36.2
530330093003,custom_0,53,53033,009300,3,Seattle Central Library,15,50,31,4.064385455282826,2.525491254734545,53,33,9300,3,1500000US530330093003,Block Group 3,BG,6456161,254704,672.0,94861.0,53.4
530330094001,custom_0,53,53033,009400,1,Seattle Central Library,15,50,31,2.458886959840632,1.5278810491231334,53,33,9400,1,1500000US530330094001,Block Group 1,BG,151628,0,1464.0,72868.0,35.4
530330094002,custom_0,53,53033,009400,2,Seattle Central Library,15,50,31,3.1116640257951693,1.9334977873723702,53,33,9400,2,1500000US530330094002,Block Group 2,BG,491285,0,1028.0,58925.0,53.3
530330094003,custom_0,53,53033,009400,3,Seattle Central Library,15,50,31,2.8400590434548785,1.7647303278906012,53,33,9400,3,1500000US530330094003,Block Group 3,BG,255809,0,1288.0,122326.0,35.6
530330094004,custom_0,53,53033,009400,4,Seattle Central Library,15,50,31,2.3867321410177924,1.4830461371963668,53,33,9400,4,1500000US530330094004,Block Group 4,BG,515241,0,1448.0,56389.0,48.7
530330094005,custom_0,53,53033,009400,5,Seattle Central Library,15,50,31,2.1229727529618274,1.3191537024806437,53,33,9400,5,1500000US530330094005,Block Group 5,BG,272348,0,1390.0,130417.0,32.5
530330095001,custom_0,53,53033,009500,1,Seattle Central Library,15,50,31,4.00934744579184,2.4912922317391213,53,33,9500,1,1500000US530330095001,Block Group 1,BG,688508,143505,1368.0,156250.0,44.6
530330095002,custom_0,53,53033,009500,2,Seattle Central Library,15,50,31,3.345584521206657,2.0788491995267018,53,33,9500,2,1500000US530330095002,Block Group 2,BG,773966,0,1797.0,131010.0,38.5
530330095003,custom_0,53,53033,009500,3,Seattle Central Library,15,50,31,5.0340363440785785,3.1280041971564505,53,33,9500,3,1500000US530330095003,Block Group 3,BG,677502,2772765,1475.0,205539.0,49.9
530330095004,custom_0,53,53033,009500,4,Seattle Central Library,15,50,31,4.24162674471046,2.635623851987483,53,33,9500,4,1500000US530330095004,Block Group 4,BG,457741,0,2298.0,71250.0,39.8
530330096001,custom_0,53,53033,009600,1,Seattle Central Library,15,50,31,2.2820893545726815,1.4180241443401818,53,33,9600,1,1500000US530330096001,Block Group 1,BG,511140,0,1563.0,102969.0,52.2
530330096002,custom_0,53,53033,009600,2,Seattle Central Library,15,50,31,2.908266494821623,1.8071124601538067,53,33,9600,2,1500000US530330096002,Block Group 2,BG,655247,1385222,931.0,186969.0,55.9
530330096003,custom_0,53,53033,009600,3,Seattle Central Library,15,50,31,2.200801181432309,1.3675140309077753,53,33,9600,3,1500000US530330096003,Block Group 3,BG,419353,0,1206.0,110682.0,50.2
530330096004,custom_0,53,53033,009600,4,Seattle Central Library,15,50,31,2.5704555507431412,1.5972065360208165,53,33,9600,4,1500000US530330096004,Block Group 4,BG,321182,0,1940.0,187641.0,36.5
530330097011,custom_0,53,53033,009701,1,Seattle Central Library,15,50,31,2.567965322846009,1.5956591806221476,53,33,9701,1,1500000US530330097011,Block Group 1,BG,328883,720640,1528.0,88987.0,41.2
530330097012,custom_0,53,53033,009701,2,Seattle Central Library,15,50,31,1.4181023175464875,0.8811676551561785,53,33,9701,2,1500000US530330097012,Block Group 2,BG,712606,305725,1577.0,165088.0,49.1
530330097013,custom_0,53,53033,009701,3,Seattle Central Library,15,50,31,2.2761191856264364,1.4143144544918844,53,33,9701,3,1500000US530330097013,Block Group 3,BG,359555,327568,1598.0,100850.0,37.6
530330097014,custom_0,53,53033,009701,4,Seattle Central Library,15,50,31,2.004788483351128,1.2457174246883738,53,33,9701,4,1500000US530330097014,Block Group 4,BG,460314,253190,1451.0,134209.0,52.2
530330097021,custom_0,53,53033,009702,1,Seattle Central Library,15,50,31,1.3454258030856876,0.8360085766891568,53,33,9702,1,1500000US530330097021,Block Group 1,BG,443715,0,1071.0,118750.0,44.0
530330097022,custom_0,53,53033,009702,2,Seattle Central Library,15,50,31,1.7413966443090874,1.082053374270982,53,33,9702,2,1500000US530330097022,Block Group 2,BG,763229,0,1380.0,148750.0,47.1
530330097023,custom_0,53,53033,009702,3,Seattle Central Library,15,50,31,0.6703251401341561,0.4165206026503007,53,33,9702,3,1500000US530330097023,Block Group 3,BG,534214,0,1618.0,172177.0,36.5
530330097024,custom_0,53,53033,009702,4,Seattle Central Library,15,50,31,1.033956871185115,0.6424708150051661,53,33,9702,4,1500000US530330097024,Block Group 4,BG,479283,0,1596.0,131618.0,39.0
530330098011,custom_0,53,53033,009801,1,Seattle Central Library,15,50,31,1.5568230673523131,0.9673647061837741,53,33,9801,1,1500000US530330098011,Block Group 1,BG,373797,0,1105.0,75250.0,35.7
530330098012,custom_0,53,53033,009801,2,Seattle Central Library,15,50,31,1.3968478249779606,0.8679607298543803,53,33,9801,2,1500000US530330098012,Block Group 2,BG,354101,0,1245.0,188419.0,39.3
530330098013,custom_0,53,53033,009801,3,Seattle Central Library,15,50,31,1.0155307795502768,0.631021376019935,53,33,9801,3,1500000US530330098013,Block Group 3,BG,276810,0,955.0,161333.0,34.1
530330098021,custom_0,53,53033,009802,1,Seattle Central Library,15,50,31,0.64890374828408,0.4032099709750271,53,33,9802,1,1500000US530330098021,Block Group 1,BG,325288,0,1231.0,96346.0,35.9
530330098022,custom_0,53,53033,009802,2,Seattle Central Library,15,50,31,0.11918197692454752,0.07405622418358301,53,33,9802,2,1500000US530330098022,Block Group 2,BG,324734,0,1131.0,117232.0,46.9
530330098023,custom_0,53,53033,009802,3,Seattle Central Library,15,50,31,0.5167202144082333,0.32107495634705835,53,33,9802,3,1500000US530330098023,Block Group 3,BG,272297,0,1673.0,124632.0,33.8
530330099001,custom_0,53,53033,009900,1,Seattle Central Library,15,50,31,1.1162826468435532,0.6936256645518255,53,33,9900,1,1500000US530330099001,Block Group 1,BG,426893,0,1157.0,153214.0,44.1
530330099002,custom_0,53,53033,009900,2,Seattle Central Library,15,50,31,1.2175228599704373,0.7565333970226906,53,33,9900,2,1500000US530330099002,Block Group 2,BG,1022112,0,1433.0,61567.0,35.2
530330099003,custom_0,53,53033,009900,3,Seattle Central Library,15,50,31,2.0213883949682923,1.2560321283698428,53,33,9900,3,1500000US530330099003,Block Group 3,BG,1064575,0,1840.0,88580.0,36.1
