Population,Block_Group_Name,State_FIPS,County_FIPS,Tract_Code,Block_Group_Number,Block_Group_ID
899,"Block Group 3, Census Tract 404.07, Clayton County, Georgia",13,063,040407,3,130630404073
1153,"Block Group 1, Census Tract 404.09, Clayton County, Georgia",13,063,040409,1,130630404091
2023,"Block Group 2, Census Tract 404.09, Clayton County, Georgia",13,063,040409,2,130630404092
1257,"Block Group 3, Census Tract 404.09, Clayton County, Georgia",13,063,040409,3,130630404093
1707,"Block Group 4, Census Tract 404.09, Clayton County, Georgia",13,063,040409,4,130630404094
2535,"Block Group 1, Census Tract 404.10, Clayton County, Georgia",13,063,040410,1,130630404101
2110,"Block Group 2, Census Tract 404.10, Clayton County, Georgia",13,063,040410,2,130630404102
674,"Block Group 3, Census Tract 404.10, Clayton County, Georgia",13,063,040410,3,130630404103
1606,"Block Group 4, Census Tract 404.10, Clayton County, Georgia",13,063,040410,4,130630404104
1441,"Block Group 5, Census Tract 404.10, Clayton County, Georgia",13,063,040410,5,130630404105
1531,"Block Group 1, Census Tract 404.14, Clayton County, Georgia",13,063,040414,1,130630404141
1738,"Block Group 1, Census Tract 404.16, Clayton County, Georgia",13,063,040416,1,130630404161
1132,"Block Group 2, Census Tract 404.16, Clayton County, Georgia",13,063,040416,2,130630404162
1909,"Block Group 1, Census Tract 404.17, Clayton County, Georgia",13,063,040417,1,130630404171
1477,"Block Group 2, Census Tract 404.17, Clayton County, Georgia",13,063,040417,2,130630404172
2616,"Block Group 3, Census Tract 404.17, Clayton County, Georgia",13,063,040417,3,130630404173
996,"Block Group 4, Census Tract 404.17, Clayton County, Georgia",13,063,040417,4,130630404174
1541,"Block Group 1, Census Tract 404.18, Clayton County, Georgia",13,063,040418,1,130630404181
1450,"Block Group 2, Census Tract 404.18, Clayton County, Georgia",13,063,040418,2,130630404182
3721,"Block Group 1, Census Tract 404.19, Clayton County, Georgia",13,063,040419,1,130630404191
1062,"Block Group 2, Census Tract 404.19, Clayton County, Georgia",13,063,040419,2,130630404192
1295,"Block Group 3, Census Tract 404.19, Clayton County, Georgia",13,063,040419,3,130630404193
1107,"Block Group 4, Census Tract 404.19, Clayton County, Georgia",13,063,040419,4,130630404194
2149,"Block Group 1, Census Tract 404.20, Clayton County, Georgia",13,063,040420,1,130630404201
1509,"Block Group 2, Census Tract 404.20, Clayton County, Georgia",13,063,040420,2,130630404202
2978,"Block Group 3, Census Tract 404.20, Clayton County, Georgia",13,063,040420,3,130630404203
714,"Block Group 4, Census Tract 404.20, Clayton County, Georgia",13,063,040420,4,130630404204
582,"Block Group 1, Census Tract 404.21, Clayton County, Georgia",13,063,040421,1,130630404211
1663,"Block Group 2, Census Tract 404.21, Clayton County, Georgia",13,063,040421,2,130630404212
1859,"Block Group 3, Census Tract 404.21, Clayton County, Georgia",13,063,040421,3,130630404213
1256,"Block Group 4, Census Tract 404.21, Clayton County, Georgia",13,063,040421,4,130630404214
704,"Block Group 5, Census Tract 404.21, Clayton County, Georgia",13,063,040421,5,130630404215
63,"Block Group 1, Census Tract 404.22, Clayton County, Georgia",13,063,040422,1,130630404221
2250,"Block Group 2, Census Tract 404.22, Clayton County, Georgia",13,063,040422,2,130630404222
486,"Block Group 3, Census Tract 404.22, Clayton County, Georgia",13,063,040422,3,130630404223
2089,"Block Group 1, Census Tract 404.23, Clayton County, Georgia",13,063,040423,1,130630404231
1189,"Block Group 2, Census Tract 404.23, Clayton County, Georgia",13,063,040423,2,130630404232
1813,"Block Group 3, Census Tract 404.23, Clayton County, Georgia",13,063,040423,3,130630404233
86,"Block Group 1, Census Tract 404.24, Clayton County, Georgia",13,063,040424,1,130630404241
2980,"Block Group 2, Census Tract 404.24, Clayton County, Georgia",13,063,040424,2,130630404242
1280,"Block Group 1, Census Tract 404.25, Clayton County, Georgia",13,063,040425,1,130630404251
2243,"Block Group 2, Census Tract 404.25, Clayton County, Georgia",13,063,040425,2,130630404252
1974,"Block Group 3, Census Tract 404.25, Clayton County, Georgia",13,063,040425,3,130630404253
879,"Block Group 1, Census Tract 404.26, Clayton County, Georgia",13,063,040426,1,130630404261
1747,"Block Group 2, Census Tract 404.26, Clayton County, Georgia",13,063,040426,2,130630404262
1227,"Block Group 1, Census Tract 404.27, Clayton County, Georgia",13,063,040427,1,130630404271
2046,"Block Group 2, Census Tract 404.27, Clayton County, Georgia",13,063,040427,2,130630404272
1758,"Block Group 3, Census Tract 404.27, Clayton County, Georgia",13,063,040427,3,130630404273
2515,"Block Group 1, Census Tract 405.09, Clayton County, Georgia",13,063,040509,1,130630405091
1312,"Block Group 2, Census Tract 405.09, Clayton County, Georgia",13,063,040509,2,130630405092
599,"Block Group 3, Census Tract 405.09, Clayton County, Georgia",13,063,040509,3,130630405093
1244,"Block Group 1, Census Tract 405.10, Clayton County, Georgia",13,063,040510,1,130630405101
1850,"Block Group 2, Census Tract 405.10, Clayton County, Georgia",13,063,040510,2,130630405102
964,"Block Group 3, Census Tract 405.10, Clayton County, Georgia",13,063,040510,3,130630405103
670,"Block Group 1, Census Tract 405.12, Clayton County, Georgia",13,063,040512,1,130630405121
1081,"Block Group 2, Census Tract 405.12, Clayton County, Georgia",13,063,040512,2,130630405122
2726,"Block Group 3, Census Tract 405.12, Clayton County, Georgia",13,063,040512,3,130630405123
1011,"Block Group 4, Census Tract 405.12, Clayton County, Georgia",13,063,040512,4,130630405124
674,"Block Group 1, Census Tract 405.13, Clayton County, Georgia",13,063,040513,1,130630405131
1522,"Block Group 2, Census Tract 405.13, Clayton County, Georgia",13,063,040513,2,130630405132
3104,"Block Group 3, Census Tract 405.13, Clayton County, Georgia",13,063,040513,3,130630405133
455,"Block Group 1, Census Tract 405.18, Clayton County, Georgia",13,063,040518,1,130630405181
1692,"Block Group 2, Census Tract 405.18, Clayton County, Georgia",13,063,040518,2,130630405182
2080,"Block Group 3, Census Tract 405.18, Clayton County, Georgia",13,063,040518,3,130630405183
1300,"Block Group 4, Census Tract 405.18, Clayton County, Georgia",13,063,040518,4,130630405184
1359,"Block Group 1, Census Tract 405.19, Clayton County, Georgia",13,063,040519,1,130630405191
1478,"Block Group 2, Census Tract 405.19, Clayton County, Georgia",13,063,040519,2,130630405192
2067,"Block Group 3, Census Tract 405.19, Clayton County, Georgia",13,063,040519,3,130630405193
1905,"Block Group 1, Census Tract 405.21, Clayton County, Georgia",13,063,040521,1,130630405211
1965,"Block Group 2, Census Tract 405.21, Clayton County, Georgia",13,063,040521,2,130630405212
1228,"Block Group 1, Census Tract 405.22, Clayton County, Georgia",13,063,040522,1,130630405221
2068,"Block Group 2, Census Tract 405.22, Clayton County, Georgia",13,063,040522,2,130630405222
834,"Block Group 3, Census Tract 405.22, Clayton County, Georgia",13,063,040522,3,130630405223
484,"Block Group 4, Census Tract 405.22, Clayton County, Georgia",13,063,040522,4,130630405224
1299,"Block Group 1, Census Tract 405.23, Clayton County, Georgia",13,063,040523,1,130630405231
1522,"Block Group 2, Census Tract 405.23, Clayton County, Georgia",13,063,040523,2,130630405232
2894,"Block Group 1, Census Tract 405.25, Clayton County, Georgia",13,063,040525,1,130630405251
1246,"Block Group 1, Census Tract 405.27, Clayton County, Georgia",13,063,040527,1,130630405271
2744,"Block Group 2, Census Tract 405.27, Clayton County, Georgia",13,063,040527,2,130630405272
1408,"Block Group 1, Census Tract 405.28, Clayton County, Georgia",13,063,040528,1,130630405281
937,"Block Group 2, Census Tract 405.28, Clayton County, Georgia",13,063,040528,2,130630405282
210,"Block Group 3, Census Tract 405.28, Clayton County, Georgia",13,063,040528,3,130630405283
1569,"Block Group 1, Census Tract 405.29, Clayton County, Georgia",13,063,040529,1,130630405291
1541,"Block Group 2, Census Tract 405.29, Clayton County, Georgia",13,063,040529,2,130630405292
630,"Block Group 1, Census Tract 405.30, Clayton County, Georgia",13,063,040530,1,130630405301
977,"Block Group 2, Census Tract 405.30, Clayton County, Georgia",13,063,040530,2,130630405302
2166,"Block Group 3, Census Tract 405.30, Clayton County, Georgia",13,063,040530,3,130630405303
1011,"Block Group 1, Census Tract 405.31, Clayton County, Georgia",13,063,040531,1,130630405311
1495,"Block Group 2, Census Tract 405.31, Clayton County, Georgia",13,063,040531,2,130630405312
877,"Block Group 1, Census Tract 405.32, Clayton County, Georgia",13,063,040532,1,130630405321
832,"Block Group 2, Census Tract 405.32, Clayton County, Georgia",13,063,040532,2,130630405322
2242,"Block Group 1, Census Tract 405.33, Clayton County, Georgia",13,063,040533,1,130630405331
2557,"Block Group 2, Census Tract 405.33, Clayton County, Georgia",13,063,040533,2,130630405332
1398,"Block Group 1, Census Tract 405.34, Clayton County, Georgia",13,063,040534,1,130630405341
1845,"Block Group 2, Census Tract 405.34, Clayton County, Georgia",13,063,040534,2,130630405342
1044,"Block Group 1, Census Tract 405.35, Clayton County, Georgia",13,063,040535,1,130630405351
2410,"Block Group 2, Census Tract 405.35, Clayton County, Georgia",13,063,040535,2,130630405352
2928,"Block Group 1, Census Tract 405.36, Clayton County, Georgia",13,063,040536,1,130630405361
983,"Block Group 2, Census Tract 405.36, Clayton County, Georgia",13,063,040536,2,130630405362
1657,"Block Group 1, Census Tract 405.37, Clayton County, Georgia",13,063,040537,1,130630405371
3858,"Block Group 2, Census Tract 405.37, Clayton County, Georgia",13,063,040537,2,130630405372
1609,"Block Group 1, Census Tract 405.38, Clayton County, Georgia",13,063,040538,1,130630405381
966,"Block Group 2, Census Tract 405.38, Clayton County, Georgia",13,063,040538,2,130630405382
2050,"Block Group 1, Census Tract 406.06, Clayton County, Georgia",13,063,040606,1,130630406061
1293,"Block Group 2, Census Tract 406.06, Clayton County, Georgia",13,063,040606,2,130630406062
1298,"Block Group 3, Census Tract 406.06, Clayton County, Georgia",13,063,040606,3,130630406063
2643,"Block Group 1, Census Tract 406.09, Clayton County, Georgia",13,063,040609,1,130630406091
2255,"Block Group 2, Census Tract 406.09, Clayton County, Georgia",13,063,040609,2,130630406092
1069,"Block Group 3, Census Tract 406.09, Clayton County, Georgia",13,063,040609,3,130630406093
1225,"Block Group 4, Census Tract 406.09, Clayton County, Georgia",13,063,040609,4,130630406094
1150,"Block Group 1, Census Tract 406.14, Clayton County, Georgia",13,063,040614,1,130630406141
2519,"Block Group 2, Census Tract 406.14, Clayton County, Georgia",13,063,040614,2,130630406142
1759,"Block Group 3, Census Tract 406.14, Clayton County, Georgia",13,063,040614,3,130630406143
2014,"Block Group 1, Census Tract 406.15, Clayton County, Georgia",13,063,040615,1,130630406151
1512,"Block Group 1, Census Tract 406.17, Clayton County, Georgia",13,063,040617,1,130630406171
1231,"Block Group 1, Census Tract 406.23, Clayton County, Georgia",13,063,040623,1,130630406231
1489,"Block Group 2, Census Tract 406.23, Clayton County, Georgia",13,063,040623,2,130630406232
2581,"Block Group 3, Census Tract 406.23, Clayton County, Georgia",13,063,040623,3,130630406233
599,"Block Group 4, Census Tract 406.23, Clayton County, Georgia",13,063,040623,4,130630406234
1691,"Block Group 1, Census Tract 406.24, Clayton County, Georgia",13,063,040624,1,130630406241
536,"Block Group 2, Census Tract 406.24, Clayton County, Georgia",13,063,040624,2,130630406242
1911,"Block Group 1, Census Tract 406.25, Clayton County, Georgia",13,063,040625,1,130630406251
2471,"Block Group 2, Census Tract 406.25, Clayton County, Georgia",13,063,040625,2,130630406252
1777,"Block Group 1, Census Tract 406.26, Clayton County, Georgia",13,063,040626,1,130630406261
2894,"Block Group 2, Census Tract 406.26, Clayton County, Georgia",13,063,040626,2,130630406262
1188,"Block Group 3, Census Tract 406.26, Clayton County, Georgia",13,063,040626,3,130630406263
3188,"Block Group 1, Census Tract 406.27, Clayton County, Georgia",13,063,040627,1,130630406271
1762,"Block Group 2, Census Tract 406.27, Clayton County, Georgia",13,063,040627,2,130630406272
835,"Block Group 3, Census Tract 406.27, Clayton County, Georgia",13,063,040627,3,130630406273
1044,"Block Group 1, Census Tract 406.28, Clayton County, Georgia",13,063,040628,1,130630406281
2005,"Block Group 2, Census Tract 406.28, Clayton County, Georgia",13,063,040628,2,130630406282
1252,"Block Group 1, Census Tract 406.29, Clayton County, Georgia",13,063,040629,1,130630406291
1052,"Block Group 2, Census Tract 406.29, Clayton County, Georgia",13,063,040629,2,130630406292
315,"Block Group 1, Census Tract 406.30, Clayton County, Georgia",13,063,040630,1,130630406301
895,"Block Group 2, Census Tract 406.30, Clayton County, Georgia",13,063,040630,2,130630406302
1910,"Block Group 3, Census Tract 406.30, Clayton County, Georgia",13,063,040630,3,130630406303
2407,"Block Group 1, Census Tract 406.31, Clayton County, Georgia",13,063,040631,1,130630406311
2153,"Block Group 2, Census Tract 406.31, Clayton County, Georgia",13,063,040631,2,130630406312
1388,"Block Group 3, Census Tract 406.31, Clayton County, Georgia",13,063,040631,3,130630406313
910,"Block Group 4, Census Tract 406.31, Clayton County, Georgia",13,063,040631,4,130630406314
760,"Block Group 1, Census Tract 406.32, Clayton County, Georgia",13,063,040632,1,130630406321
883,"Block Group 2, Census Tract 406.32, Clayton County, Georgia",13,063,040632,2,130630406322
3625,"Block Group 3, Census Tract 406.32, Clayton County, Georgia",13,063,040632,3,130630406323
400,"Block Group 4, Census Tract 406.32, Clayton County, Georgia",13,063,040632,4,130630406324
1462,"Block Group 1, Census Tract 406.33, Clayton County, Georgia",13,063,040633,1,130630406331
1874,"Block Group 2, Census Tract 406.33, Clayton County, Georgia",13,063,040633,2,130630406332
2162,"Block Group 1, Census Tract 406.34, Clayton County, Georgia",13,063,040634,1,130630406341
1760,"Block Group 2, Census Tract 406.34, Clayton County, Georgia",13,063,040634,2,130630406342
854,"Block Group 1, Census Tract 406.35, Clayton County, Georgia",13,063,040635,1,130630406351
2399,"Block Group 2, Census Tract 406.35, Clayton County, Georgia",13,063,040635,2,130630406352
1106,"Block Group 1, Census Tract 406.36, Clayton County, Georgia",13,063,040636,1,130630406361
2459,"Block Group 2, Census Tract 406.36, Clayton County, Georgia",13,063,040636,2,130630406362
2493,"Block Group 3, Census Tract 406.36, Clayton County, Georgia",13,063,040636,3,130630406363
2227,"Block Group 1, Census Tract 406.37, Clayton County, Georgia",13,063,040637,1,130630406371
1588,"Block Group 2, Census Tract 406.37, Clayton County, Georgia",13,063,040637,2,130630406372
1823,"Block Group 1, Census Tract 406.38, Clayton County, Georgia",13,063,040638,1,130630406381
1919,"Block Group 2, Census Tract 406.38, Clayton County, Georgia",13,063,040638,2,130630406382
1259,"Block Group 1, Census Tract 406.39, Clayton County, Georgia",13,063,040639,1,130630406391
2104,"Block Group 2, Census Tract 406.39, Clayton County, Georgia",13,063,040639,2,130630406392
0,"Block Group 1, Census Tract 9800, Clayton County, Georgia",13,063,980000,1,130639800001
1327,"Block Group 1, Census Tract 9701, Clinch County, Georgia",13,065,970100,1,130659701001
1594,"Block Group 2, Census Tract 9701, Clinch County, Georgia",13,065,970100,2,130659701002
642,"Block Group 3, Census Tract 9701, Clinch County, Georgia",13,065,970100,3,130659701003
635,"Block Group 4, Census Tract 9701, Clinch County, Georgia",13,065,970100,4,130659701004
1362,"Block Group 5, Census Tract 9701, Clinch County, Georgia",13,065,970100,5,130659701005
439,"Block Group 1, Census Tract 9702, Clinch County, Georgia",13,065,970200,1,130659702001
738,"Block Group 2, Census Tract 9702, Clinch County, Georgia",13,065,970200,2,130659702002
1146,"Block Group 1, Census Tract 301.04, Cobb County, Georgia",13,067,030104,1,130670301041
1013,"Block Group 2, Census Tract 301.04, Cobb County, Georgia",13,067,030104,2,130670301042
1480,"Block Group 3, Census Tract 301.04, Cobb County, Georgia",13,067,030104,3,130670301043
1846,"Block Group 1, Census Tract 301.07, Cobb County, Georgia",13,067,030107,1,130670301071
427,"Block Group 2, Census Tract 301.07, Cobb County, Georgia",13,067,030107,2,130670301072
585,"Block Group 3, Census Tract 301.07, Cobb County, Georgia",13,067,030107,3,130670301073
2236,"Block Group 4, Census Tract 301.07, Cobb County, Georgia",13,067,030107,4,130670301074
1946,"Block Group 1, Census Tract 301.08, Cobb County, Georgia",13,067,030108,1,130670301081
813,"Block Group 2, Census Tract 301.08, Cobb County, Georgia",13,067,030108,2,130670301082
914,"Block Group 3, Census Tract 301.08, Cobb County, Georgia",13,067,030108,3,130670301083
1014,"Block Group 4, Census Tract 301.08, Cobb County, Georgia",13,067,030108,4,130670301084
2326,"Block Group 1, Census Tract 301.09, Cobb County, Georgia",13,067,030109,1,130670301091
2376,"Block Group 2, Census Tract 301.09, Cobb County, Georgia",13,067,030109,2,130670301092
2356,"Block Group 1, Census Tract 301.10, Cobb County, Georgia",13,067,030110,1,130670301101
2083,"Block Group 2, Census Tract 301.10, Cobb County, Georgia",13,067,030110,2,130670301102
1887,"Block Group 1, Census Tract 301.11, Cobb County, Georgia",13,067,030111,1,130670301111
1751,"Block Group 2, Census Tract 301.11, Cobb County, Georgia",13,067,030111,2,130670301112
1189,"Block Group 3, Census Tract 301.11, Cobb County, Georgia",13,067,030111,3,130670301113
2239,"Block Group 1, Census Tract 301.12, Cobb County, Georgia",13,067,030112,1,130670301121
626,"Block Group 2, Census Tract 301.12, Cobb County, Georgia",13,067,030112,2,130670301122
2654,"Block Group 1, Census Tract 301.13, Cobb County, Georgia",13,067,030113,1,130670301131
1576,"Block Group 2, Census Tract 301.13, Cobb County, Georgia",13,067,030113,2,130670301132
1549,"Block Group 1, Census Tract 302.20, Cobb County, Georgia",13,067,030220,1,130670302201
2205,"Block Group 1, Census Tract 302.33, Cobb County, Georgia",13,067,030233,1,130670302331
1219,"Block Group 2, Census Tract 302.33, Cobb County, Georgia",13,067,030233,2,130670302332
1462,"Block Group 3, Census Tract 302.33, Cobb County, Georgia",13,067,030233,3,130670302333
1814,"Block Group 1, Census Tract 302.35, Cobb County, Georgia",13,067,030235,1,130670302351
731,"Block Group 2, Census Tract 302.35, Cobb County, Georgia",13,067,030235,2,130670302352
975,"Block Group 3, Census Tract 302.35, Cobb County, Georgia",13,067,030235,3,130670302353
1411,"Block Group 4, Census Tract 302.35, Cobb County, Georgia",13,067,030235,4,130670302354
1072,"Block Group 1, Census Tract 302.36, Cobb County, Georgia",13,067,030236,1,130670302361
1133,"Block Group 2, Census Tract 302.36, Cobb County, Georgia",13,067,030236,2,130670302362
1128,"Block Group 3, Census Tract 302.36, Cobb County, Georgia",13,067,030236,3,130670302363
1260,"Block Group 4, Census Tract 302.36, Cobb County, Georgia",13,067,030236,4,130670302364
1147,"Block Group 1, Census Tract 302.40, Cobb County, Georgia",13,067,030240,1,130670302401
1017,"Block Group 2, Census Tract 302.40, Cobb County, Georgia",13,067,030240,2,130670302402
835,"Block Group 3, Census Tract 302.40, Cobb County, Georgia",13,067,030240,3,130670302403
2074,"Block Group 4, Census Tract 302.40, Cobb County, Georgia",13,067,030240,4,130670302404
1040,"Block Group 1, Census Tract 302.41, Cobb County, Georgia",13,067,030241,1,130670302411
1424,"Block Group 2, Census Tract 302.41, Cobb County, Georgia",13,067,030241,2,130670302412
1242,"Block Group 1, Census Tract 302.42, Cobb County, Georgia",13,067,030242,1,130670302421
738,"Block Group 2, Census Tract 302.42, Cobb County, Georgia",13,067,030242,2,130670302422
2120,"Block Group 3, Census Tract 302.42, Cobb County, Georgia",13,067,030242,3,130670302423
1695,"Block Group 1, Census Tract 302.43, Cobb County, Georgia",13,067,030243,1,130670302431
2137,"Block Group 2, Census Tract 302.43, Cobb County, Georgia",13,067,030243,2,130670302432
2177,"Block Group 3, Census Tract 302.43, Cobb County, Georgia",13,067,030243,3,130670302433
3081,"Block Group 1, Census Tract 302.44, Cobb County, Georgia",13,067,030244,1,130670302441
1154,"Block Group 2, Census Tract 302.44, Cobb County, Georgia",13,067,030244,2,130670302442
543,"Block Group 3, Census Tract 302.44, Cobb County, Georgia",13,067,030244,3,130670302443
2468,"Block Group 1, Census Tract 302.45, Cobb County, Georgia",13,067,030245,1,130670302451
1612,"Block Group 2, Census Tract 302.45, Cobb County, Georgia",13,067,030245,2,130670302452
1503,"Block Group 1, Census Tract 302.46, Cobb County, Georgia",13,067,030246,1,130670302461
671,"Block Group 1, Census Tract 302.47, Cobb County, Georgia",13,067,030247,1,130670302471
1340,"Block Group 2, Census Tract 302.47, Cobb County, Georgia",13,067,030247,2,130670302472
901,"Block Group 3, Census Tract 302.47, Cobb County, Georgia",13,067,030247,3,130670302473
3969,"Block Group 1, Census Tract 302.48, Cobb County, Georgia",13,067,030248,1,130670302481
2499,"Block Group 2, Census Tract 302.48, Cobb County, Georgia",13,067,030248,2,130670302482
1617,"Block Group 1, Census Tract 302.49, Cobb County, Georgia",13,067,030249,1,130670302491
919,"Block Group 2, Census Tract 302.49, Cobb County, Georgia",13,067,030249,2,130670302492
995,"Block Group 3, Census Tract 302.49, Cobb County, Georgia",13,067,030249,3,130670302493
2607,"Block Group 1, Census Tract 302.50, Cobb County, Georgia",13,067,030250,1,130670302501
1358,"Block Group 2, Census Tract 302.50, Cobb County, Georgia",13,067,030250,2,130670302502
1481,"Block Group 3, Census Tract 302.50, Cobb County, Georgia",13,067,030250,3,130670302503
1280,"Block Group 1, Census Tract 302.51, Cobb County, Georgia",13,067,030251,1,130670302511
1657,"Block Group 2, Census Tract 302.51, Cobb County, Georgia",13,067,030251,2,130670302512
1498,"Block Group 1, Census Tract 302.52, Cobb County, Georgia",13,067,030252,1,130670302521
2115,"Block Group 2, Census Tract 302.52, Cobb County, Georgia",13,067,030252,2,130670302522
1252,"Block Group 3, Census Tract 302.52, Cobb County, Georgia",13,067,030252,3,130670302523
2187,"Block Group 1, Census Tract 302.53, Cobb County, Georgia",13,067,030253,1,130670302531
1323,"Block Group 2, Census Tract 302.53, Cobb County, Georgia",13,067,030253,2,130670302532
1714,"Block Group 1, Census Tract 302.54, Cobb County, Georgia",13,067,030254,1,130670302541
1300,"Block Group 1, Census Tract 302.55, Cobb County, Georgia",13,067,030255,1,130670302551
1886,"Block Group 2, Census Tract 302.55, Cobb County, Georgia",13,067,030255,2,130670302552
2132,"Block Group 3, Census Tract 302.55, Cobb County, Georgia",13,067,030255,3,130670302553
2128,"Block Group 1, Census Tract 302.56, Cobb County, Georgia",13,067,030256,1,130670302561
3169,"Block Group 2, Census Tract 302.56, Cobb County, Georgia",13,067,030256,2,130670302562
1656,"Block Group 1, Census Tract 302.57, Cobb County, Georgia",13,067,030257,1,130670302571
686,"Block Group 2, Census Tract 302.57, Cobb County, Georgia",13,067,030257,2,130670302572
2175,"Block Group 3, Census Tract 302.57, Cobb County, Georgia",13,067,030257,3,130670302573
2274,"Block Group 1, Census Tract 302.58, Cobb County, Georgia",13,067,030258,1,130670302581
1228,"Block Group 2, Census Tract 302.58, Cobb County, Georgia",13,067,030258,2,130670302582
1551,"Block Group 1, Census Tract 302.59, Cobb County, Georgia",13,067,030259,1,130670302591
2218,"Block Group 2, Census Tract 302.59, Cobb County, Georgia",13,067,030259,2,130670302592
1995,"Block Group 1, Census Tract 302.60, Cobb County, Georgia",13,067,030260,1,130670302601
567,"Block Group 2, Census Tract 302.60, Cobb County, Georgia",13,067,030260,2,130670302602
2805,"Block Group 1, Census Tract 302.61, Cobb County, Georgia",13,067,030261,1,130670302611
1067,"Block Group 2, Census Tract 302.61, Cobb County, Georgia",13,067,030261,2,130670302612
1875,"Block Group 1, Census Tract 302.62, Cobb County, Georgia",13,067,030262,1,130670302621
2236,"Block Group 2, Census Tract 302.62, Cobb County, Georgia",13,067,030262,2,130670302622
436,"Block Group 3, Census Tract 302.62, Cobb County, Georgia",13,067,030262,3,130670302623
2214,"Block Group 1, Census Tract 302.63, Cobb County, Georgia",13,067,030263,1,130670302631
692,"Block Group 2, Census Tract 302.63, Cobb County, Georgia",13,067,030263,2,130670302632
822,"Block Group 1, Census Tract 302.64, Cobb County, Georgia",13,067,030264,1,130670302641
1846,"Block Group 2, Census Tract 302.64, Cobb County, Georgia",13,067,030264,2,130670302642
2805,"Block Group 1, Census Tract 302.65, Cobb County, Georgia",13,067,030265,1,130670302651
1279,"Block Group 2, Census Tract 302.65, Cobb County, Georgia",13,067,030265,2,130670302652
802,"Block Group 1, Census Tract 302.66, Cobb County, Georgia",13,067,030266,1,130670302661
1544,"Block Group 2, Census Tract 302.66, Cobb County, Georgia",13,067,030266,2,130670302662
2486,"Block Group 1, Census Tract 302.67, Cobb County, Georgia",13,067,030267,1,130670302671
1169,"Block Group 2, Census Tract 302.67, Cobb County, Georgia",13,067,030267,2,130670302672
1659,"Block Group 1, Census Tract 302.68, Cobb County, Georgia",13,067,030268,1,130670302681
1351,"Block Group 2, Census Tract 302.68, Cobb County, Georgia",13,067,030268,2,130670302682
2011,"Block Group 1, Census Tract 302.69, Cobb County, Georgia",13,067,030269,1,130670302691
1091,"Block Group 2, Census Tract 302.69, Cobb County, Georgia",13,067,030269,2,130670302692
1523,"Block Group 1, Census Tract 302.70, Cobb County, Georgia",13,067,030270,1,130670302701
1549,"Block Group 2, Census Tract 302.70, Cobb County, Georgia",13,067,030270,2,130670302702
1390,"Block Group 1, Census Tract 302.71, Cobb County, Georgia",13,067,030271,1,130670302711
1622,"Block Group 2, Census Tract 302.71, Cobb County, Georgia",13,067,030271,2,130670302712
1269,"Block Group 1, Census Tract 302.72, Cobb County, Georgia",13,067,030272,1,130670302721
1169,"Block Group 2, Census Tract 302.72, Cobb County, Georgia",13,067,030272,2,130670302722
1045,"Block Group 1, Census Tract 302.73, Cobb County, Georgia",13,067,030273,1,130670302731
606,"Block Group 2, Census Tract 302.73, Cobb County, Georgia",13,067,030273,2,130670302732
1150,"Block Group 3, Census Tract 302.73, Cobb County, Georgia",13,067,030273,3,130670302733
967,"Block Group 1, Census Tract 302.74, Cobb County, Georgia",13,067,030274,1,130670302741
1847,"Block Group 2, Census Tract 302.74, Cobb County, Georgia",13,067,030274,2,130670302742
1266,"Block Group 3, Census Tract 302.74, Cobb County, Georgia",13,067,030274,3,130670302743
1486,"Block Group 1, Census Tract 302.75, Cobb County, Georgia",13,067,030275,1,130670302751
1245,"Block Group 2, Census Tract 302.75, Cobb County, Georgia",13,067,030275,2,130670302752
1600,"Block Group 1, Census Tract 302.76, Cobb County, Georgia",13,067,030276,1,130670302761
1301,"Block Group 2, Census Tract 302.76, Cobb County, Georgia",13,067,030276,2,130670302762
1299,"Block Group 1, Census Tract 302.77, Cobb County, Georgia",13,067,030277,1,130670302771
1904,"Block Group 2, Census Tract 302.77, Cobb County, Georgia",13,067,030277,2,130670302772
1609,"Block Group 1, Census Tract 302.78, Cobb County, Georgia",13,067,030278,1,130670302781
934,"Block Group 2, Census Tract 302.78, Cobb County, Georgia",13,067,030278,2,130670302782
4206,"Block Group 3, Census Tract 302.78, Cobb County, Georgia",13,067,030278,3,130670302783
1622,"Block Group 1, Census Tract 303.19, Cobb County, Georgia",13,067,030319,1,130670303191
1208,"Block Group 2, Census Tract 303.19, Cobb County, Georgia",13,067,030319,2,130670303192
1803,"Block Group 3, Census Tract 303.19, Cobb County, Georgia",13,067,030319,3,130670303193
2154,"Block Group 1, Census Tract 303.22, Cobb County, Georgia",13,067,030322,1,130670303221
1694,"Block Group 2, Census Tract 303.22, Cobb County, Georgia",13,067,030322,2,130670303222
1430,"Block Group 1, Census Tract 303.24, Cobb County, Georgia",13,067,030324,1,130670303241
1809,"Block Group 2, Census Tract 303.24, Cobb County, Georgia",13,067,030324,2,130670303242
1094,"Block Group 3, Census Tract 303.24, Cobb County, Georgia",13,067,030324,3,130670303243
1547,"Block Group 1, Census Tract 303.26, Cobb County, Georgia",13,067,030326,1,130670303261
1936,"Block Group 2, Census Tract 303.26, Cobb County, Georgia",13,067,030326,2,130670303262
742,"Block Group 3, Census Tract 303.26, Cobb County, Georgia",13,067,030326,3,130670303263
1731,"Block Group 1, Census Tract 303.27, Cobb County, Georgia",13,067,030327,1,130670303271
