Population,Block_Group_Name,State_FIPS,County_FIPS,Tract_Code,Block_Group_Number,Block_Group_ID
2003,"Block Group 1, Census Tract 201, Anderson County, Tennessee",47,001,020100,1,470010201001
1436,"Block Group 2, Census Tract 201, Anderson County, Tennessee",47,001,020100,2,470010201002
3253,"Block Group 1, Census Tract 202.01, Anderson County, Tennessee",47,001,020201,1,470010202011
1215,"Block Group 2, Census Tract 202.01, Anderson County, Tennessee",47,001,020201,2,470010202012
1359,"Block Group 1, Census Tract 202.02, Anderson County, Tennessee",47,001,020202,1,470010202021
1260,"Block Group 2, Census Tract 202.02, Anderson County, Tennessee",47,001,020202,2,470010202022
1728,"Block Group 3, Census Tract 202.02, Anderson County, Tennessee",47,001,020202,3,470010202023
1586,"Block Group 1, Census Tract 203, Anderson County, Tennessee",47,001,020300,1,470010203001
1114,"Block Group 2, Census Tract 203, Anderson County, Tennessee",47,001,020300,2,470010203002
1420,"Block Group 3, Census Tract 203, Anderson County, Tennessee",47,001,020300,3,470010203003
850,"Block Group 1, Census Tract 204, Anderson County, Tennessee",47,001,020400,1,470010204001
2213,"Block Group 2, Census Tract 204, Anderson County, Tennessee",47,001,020400,2,470010204002
1261,"Block Group 3, Census Tract 204, Anderson County, Tennessee",47,001,020400,3,470010204003
1310,"Block Group 1, Census Tract 205, Anderson County, Tennessee",47,001,020500,1,470010205001
854,"Block Group 2, Census Tract 205, Anderson County, Tennessee",47,001,020500,2,470010205002
1896,"Block Group 3, Census Tract 205, Anderson County, Tennessee",47,001,020500,3,470010205003
1376,"Block Group 1, Census Tract 206, Anderson County, Tennessee",47,001,020600,1,470010206001
951,"Block Group 2, Census Tract 206, Anderson County, Tennessee",47,001,020600,2,470010206002
792,"Block Group 1, Census Tract 207, Anderson County, Tennessee",47,001,020700,1,470010207001
777,"Block Group 2, Census Tract 207, Anderson County, Tennessee",47,001,020700,2,470010207002
1640,"Block Group 1, Census Tract 208, Anderson County, Tennessee",47,001,020800,1,470010208001
1347,"Block Group 2, Census Tract 208, Anderson County, Tennessee",47,001,020800,2,470010208002
1584,"Block Group 3, Census Tract 208, Anderson County, Tennessee",47,001,020800,3,470010208003
1412,"Block Group 1, Census Tract 209.01, Anderson County, Tennessee",47,001,020901,1,470010209011
1819,"Block Group 2, Census Tract 209.01, Anderson County, Tennessee",47,001,020901,2,470010209012
1176,"Block Group 3, Census Tract 209.01, Anderson County, Tennessee",47,001,020901,3,470010209013
1058,"Block Group 4, Census Tract 209.01, Anderson County, Tennessee",47,001,020901,4,470010209014
2342,"Block Group 1, Census Tract 209.02, Anderson County, Tennessee",47,001,020902,1,470010209021
2771,"Block Group 2, Census Tract 209.02, Anderson County, Tennessee",47,001,020902,2,470010209022
321,"Block Group 3, Census Tract 209.02, Anderson County, Tennessee",47,001,020902,3,470010209023
1079,"Block Group 4, Census Tract 209.02, Anderson County, Tennessee",47,001,020902,4,470010209024
1080,"Block Group 1, Census Tract 210.01, Anderson County, Tennessee",47,001,021001,1,470010210011
1568,"Block Group 2, Census Tract 210.01, Anderson County, Tennessee",47,001,021001,2,470010210012
2199,"Block Group 1, Census Tract 210.02, Anderson County, Tennessee",47,001,021002,1,470010210021
1104,"Block Group 2, Census Tract 210.02, Anderson County, Tennessee",47,001,021002,2,470010210022
1595,"Block Group 1, Census Tract 211, Anderson County, Tennessee",47,001,021100,1,470010211001
1236,"Block Group 2, Census Tract 211, Anderson County, Tennessee",47,001,021100,2,470010211002
1419,"Block Group 3, Census Tract 211, Anderson County, Tennessee",47,001,021100,3,470010211003
1695,"Block Group 1, Census Tract 212.01, Anderson County, Tennessee",47,001,021201,1,470010212011
1063,"Block Group 2, Census Tract 212.01, Anderson County, Tennessee",47,001,021201,2,470010212012
1626,"Block Group 3, Census Tract 212.01, Anderson County, Tennessee",47,001,021201,3,470010212013
826,"Block Group 4, Census Tract 212.01, Anderson County, Tennessee",47,001,021201,4,470010212014
1144,"Block Group 1, Census Tract 212.02, Anderson County, Tennessee",47,001,021202,1,470010212021
1104,"Block Group 2, Census Tract 212.02, Anderson County, Tennessee",47,001,021202,2,470010212022
1620,"Block Group 3, Census Tract 212.02, Anderson County, Tennessee",47,001,021202,3,470010212023
1491,"Block Group 4, Census Tract 212.02, Anderson County, Tennessee",47,001,021202,4,470010212024
1291,"Block Group 1, Census Tract 213.01, Anderson County, Tennessee",47,001,021301,1,470010213011
2225,"Block Group 2, Census Tract 213.01, Anderson County, Tennessee",47,001,021301,2,470010213012
1018,"Block Group 1, Census Tract 213.03, Anderson County, Tennessee",47,001,021303,1,470010213031
1811,"Block Group 2, Census Tract 213.03, Anderson County, Tennessee",47,001,021303,2,470010213032
1143,"Block Group 3, Census Tract 213.03, Anderson County, Tennessee",47,001,021303,3,470010213033
1728,"Block Group 1, Census Tract 213.04, Anderson County, Tennessee",47,001,021304,1,470010213041
1494,"Block Group 2, Census Tract 213.04, Anderson County, Tennessee",47,001,021304,2,470010213042
0,"Block Group 1, Census Tract 9801, Anderson County, Tennessee",47,001,980100,1,470019801001
1766,"Block Group 1, Census Tract 9501, Bedford County, Tennessee",47,003,950100,1,470039501001
2827,"Block Group 2, Census Tract 9501, Bedford County, Tennessee",47,003,950100,2,470039501002
1327,"Block Group 1, Census Tract 9502.01, Bedford County, Tennessee",47,003,950201,1,470039502011
2099,"Block Group 2, Census Tract 9502.01, Bedford County, Tennessee",47,003,950201,2,470039502012
1583,"Block Group 1, Census Tract 9502.02, Bedford County, Tennessee",47,003,950202,1,470039502021
1784,"Block Group 2, Census Tract 9502.02, Bedford County, Tennessee",47,003,950202,2,470039502022
623,"Block Group 3, Census Tract 9502.02, Bedford County, Tennessee",47,003,950202,3,470039502023
2046,"Block Group 1, Census Tract 9503, Bedford County, Tennessee",47,003,950300,1,470039503001
1247,"Block Group 2, Census Tract 9503, Bedford County, Tennessee",47,003,950300,2,470039503002
1607,"Block Group 1, Census Tract 9504.01, Bedford County, Tennessee",47,003,950401,1,470039504011
2099,"Block Group 2, Census Tract 9504.01, Bedford County, Tennessee",47,003,950401,2,470039504012
2455,"Block Group 3, Census Tract 9504.01, Bedford County, Tennessee",47,003,950401,3,470039504013
2453,"Block Group 1, Census Tract 9504.02, Bedford County, Tennessee",47,003,950402,1,470039504021
2290,"Block Group 2, Census Tract 9504.02, Bedford County, Tennessee",47,003,950402,2,470039504022
2586,"Block Group 3, Census Tract 9504.02, Bedford County, Tennessee",47,003,950402,3,470039504023
1432,"Block Group 1, Census Tract 9505, Bedford County, Tennessee",47,003,950500,1,470039505001
2159,"Block Group 2, Census Tract 9505, Bedford County, Tennessee",47,003,950500,2,470039505002
1052,"Block Group 3, Census Tract 9505, Bedford County, Tennessee",47,003,950500,3,470039505003
2452,"Block Group 4, Census Tract 9505, Bedford County, Tennessee",47,003,950500,4,470039505004
1187,"Block Group 1, Census Tract 9506, Bedford County, Tennessee",47,003,950600,1,470039506001
2055,"Block Group 2, Census Tract 9506, Bedford County, Tennessee",47,003,950600,2,470039506002
2351,"Block Group 3, Census Tract 9506, Bedford County, Tennessee",47,003,950600,3,470039506003
1897,"Block Group 4, Census Tract 9506, Bedford County, Tennessee",47,003,950600,4,470039506004
1719,"Block Group 1, Census Tract 9507, Bedford County, Tennessee",47,003,950700,1,470039507001
1574,"Block Group 2, Census Tract 9507, Bedford County, Tennessee",47,003,950700,2,470039507002
1583,"Block Group 1, Census Tract 9508, Bedford County, Tennessee",47,003,950800,1,470039508001
1501,"Block Group 2, Census Tract 9508, Bedford County, Tennessee",47,003,950800,2,470039508002
592,"Block Group 1, Census Tract 9630, Benton County, Tennessee",47,005,963000,1,470059630001
729,"Block Group 2, Census Tract 9630, Benton County, Tennessee",47,005,963000,2,470059630002
925,"Block Group 3, Census Tract 9630, Benton County, Tennessee",47,005,963000,3,470059630003
883,"Block Group 4, Census Tract 9630, Benton County, Tennessee",47,005,963000,4,470059630004
829,"Block Group 1, Census Tract 9631, Benton County, Tennessee",47,005,963100,1,470059631001
1376,"Block Group 2, Census Tract 9631, Benton County, Tennessee",47,005,963100,2,470059631002
783,"Block Group 3, Census Tract 9631, Benton County, Tennessee",47,005,963100,3,470059631003
1228,"Block Group 1, Census Tract 9632, Benton County, Tennessee",47,005,963200,1,470059632001
807,"Block Group 2, Census Tract 9632, Benton County, Tennessee",47,005,963200,2,470059632002
901,"Block Group 1, Census Tract 9633, Benton County, Tennessee",47,005,963300,1,470059633001
1451,"Block Group 2, Census Tract 9633, Benton County, Tennessee",47,005,963300,2,470059633002
1304,"Block Group 3, Census Tract 9633, Benton County, Tennessee",47,005,963300,3,470059633003
997,"Block Group 1, Census Tract 9634, Benton County, Tennessee",47,005,963400,1,470059634001
1151,"Block Group 2, Census Tract 9634, Benton County, Tennessee",47,005,963400,2,470059634002
1916,"Block Group 3, Census Tract 9634, Benton County, Tennessee",47,005,963400,3,470059634003
1821,"Block Group 1, Census Tract 9530, Bledsoe County, Tennessee",47,007,953000,1,470079530001
1081,"Block Group 2, Census Tract 9530, Bledsoe County, Tennessee",47,007,953000,2,470079530002
1205,"Block Group 3, Census Tract 9530, Bledsoe County, Tennessee",47,007,953000,3,470079530003
1874,"Block Group 1, Census Tract 9531.01, Bledsoe County, Tennessee",47,007,953101,1,470079531011
1137,"Block Group 1, Census Tract 9531.02, Bledsoe County, Tennessee",47,007,953102,1,470079531021
1780,"Block Group 2, Census Tract 9531.02, Bledsoe County, Tennessee",47,007,953102,2,470079531022
1222,"Block Group 3, Census Tract 9531.02, Bledsoe County, Tennessee",47,007,953102,3,470079531023
2419,"Block Group 1, Census Tract 9532, Bledsoe County, Tennessee",47,007,953200,1,470079532001
1052,"Block Group 2, Census Tract 9532, Bledsoe County, Tennessee",47,007,953200,2,470079532002
1272,"Block Group 3, Census Tract 9532, Bledsoe County, Tennessee",47,007,953200,3,470079532003
1172,"Block Group 1, Census Tract 101, Blount County, Tennessee",47,009,010100,1,470090101001
1788,"Block Group 2, Census Tract 101, Blount County, Tennessee",47,009,010100,2,470090101002
718,"Block Group 1, Census Tract 102, Blount County, Tennessee",47,009,010200,1,470090102001
1637,"Block Group 2, Census Tract 102, Blount County, Tennessee",47,009,010200,2,470090102002
1715,"Block Group 3, Census Tract 102, Blount County, Tennessee",47,009,010200,3,470090102003
3069,"Block Group 4, Census Tract 102, Blount County, Tennessee",47,009,010200,4,470090102004
2183,"Block Group 1, Census Tract 103.01, Blount County, Tennessee",47,009,010301,1,470090103011
1371,"Block Group 2, Census Tract 103.01, Blount County, Tennessee",47,009,010301,2,470090103012
2895,"Block Group 3, Census Tract 103.01, Blount County, Tennessee",47,009,010301,3,470090103013
1008,"Block Group 1, Census Tract 103.02, Blount County, Tennessee",47,009,010302,1,470090103021
1035,"Block Group 2, Census Tract 103.02, Blount County, Tennessee",47,009,010302,2,470090103022
1598,"Block Group 3, Census Tract 103.02, Blount County, Tennessee",47,009,010302,3,470090103023
1729,"Block Group 1, Census Tract 104, Blount County, Tennessee",47,009,010400,1,470090104001
1792,"Block Group 2, Census Tract 104, Blount County, Tennessee",47,009,010400,2,470090104002
1216,"Block Group 1, Census Tract 105, Blount County, Tennessee",47,009,010500,1,470090105001
1439,"Block Group 2, Census Tract 105, Blount County, Tennessee",47,009,010500,2,470090105002
2131,"Block Group 1, Census Tract 106, Blount County, Tennessee",47,009,010600,1,470090106001
1344,"Block Group 2, Census Tract 106, Blount County, Tennessee",47,009,010600,2,470090106002
852,"Block Group 3, Census Tract 106, Blount County, Tennessee",47,009,010600,3,470090106003
1486,"Block Group 1, Census Tract 107, Blount County, Tennessee",47,009,010700,1,470090107001
910,"Block Group 2, Census Tract 107, Blount County, Tennessee",47,009,010700,2,470090107002
1736,"Block Group 3, Census Tract 107, Blount County, Tennessee",47,009,010700,3,470090107003
1020,"Block Group 4, Census Tract 107, Blount County, Tennessee",47,009,010700,4,470090107004
1728,"Block Group 1, Census Tract 108, Blount County, Tennessee",47,009,010800,1,470090108001
1373,"Block Group 2, Census Tract 108, Blount County, Tennessee",47,009,010800,2,470090108002
1801,"Block Group 1, Census Tract 109, Blount County, Tennessee",47,009,010900,1,470090109001
1478,"Block Group 2, Census Tract 109, Blount County, Tennessee",47,009,010900,2,470090109002
2721,"Block Group 3, Census Tract 109, Blount County, Tennessee",47,009,010900,3,470090109003
1686,"Block Group 1, Census Tract 110.01, Blount County, Tennessee",47,009,011001,1,470090110011
2096,"Block Group 2, Census Tract 110.01, Blount County, Tennessee",47,009,011001,2,470090110012
1689,"Block Group 3, Census Tract 110.01, Blount County, Tennessee",47,009,011001,3,470090110013
953,"Block Group 4, Census Tract 110.01, Blount County, Tennessee",47,009,011001,4,470090110014
1642,"Block Group 1, Census Tract 110.02, Blount County, Tennessee",47,009,011002,1,470090110021
1496,"Block Group 2, Census Tract 110.02, Blount County, Tennessee",47,009,011002,2,470090110022
1190,"Block Group 3, Census Tract 110.02, Blount County, Tennessee",47,009,011002,3,470090110023
1295,"Block Group 1, Census Tract 111.01, Blount County, Tennessee",47,009,011101,1,470090111011
1467,"Block Group 2, Census Tract 111.01, Blount County, Tennessee",47,009,011101,2,470090111012
1563,"Block Group 3, Census Tract 111.01, Blount County, Tennessee",47,009,011101,3,470090111013
1124,"Block Group 4, Census Tract 111.01, Blount County, Tennessee",47,009,011101,4,470090111014
1120,"Block Group 1, Census Tract 111.02, Blount County, Tennessee",47,009,011102,1,470090111021
3251,"Block Group 2, Census Tract 111.02, Blount County, Tennessee",47,009,011102,2,470090111022
3339,"Block Group 3, Census Tract 111.02, Blount County, Tennessee",47,009,011102,3,470090111023
1366,"Block Group 4, Census Tract 111.02, Blount County, Tennessee",47,009,011102,4,470090111024
1688,"Block Group 1, Census Tract 112.01, Blount County, Tennessee",47,009,011201,1,470090112011
2262,"Block Group 2, Census Tract 112.01, Blount County, Tennessee",47,009,011201,2,470090112012
1250,"Block Group 3, Census Tract 112.01, Blount County, Tennessee",47,009,011201,3,470090112013
1367,"Block Group 1, Census Tract 112.02, Blount County, Tennessee",47,009,011202,1,470090112021
2925,"Block Group 2, Census Tract 112.02, Blount County, Tennessee",47,009,011202,2,470090112022
2035,"Block Group 1, Census Tract 113.01, Blount County, Tennessee",47,009,011301,1,470090113011
1232,"Block Group 2, Census Tract 113.01, Blount County, Tennessee",47,009,011301,2,470090113012
1452,"Block Group 3, Census Tract 113.01, Blount County, Tennessee",47,009,011301,3,470090113013
1446,"Block Group 4, Census Tract 113.01, Blount County, Tennessee",47,009,011301,4,470090113014
2182,"Block Group 1, Census Tract 113.02, Blount County, Tennessee",47,009,011302,1,470090113021
1621,"Block Group 2, Census Tract 113.02, Blount County, Tennessee",47,009,011302,2,470090113022
2700,"Block Group 3, Census Tract 113.02, Blount County, Tennessee",47,009,011302,3,470090113023
854,"Block Group 1, Census Tract 114.01, Blount County, Tennessee",47,009,011401,1,470090114011
856,"Block Group 2, Census Tract 114.01, Blount County, Tennessee",47,009,011401,2,470090114012
1288,"Block Group 1, Census Tract 114.03, Blount County, Tennessee",47,009,011403,1,470090114031
924,"Block Group 2, Census Tract 114.03, Blount County, Tennessee",47,009,011403,2,470090114032
1073,"Block Group 1, Census Tract 114.04, Blount County, Tennessee",47,009,011404,1,470090114041
1078,"Block Group 2, Census Tract 114.04, Blount County, Tennessee",47,009,011404,2,470090114042
1662,"Block Group 1, Census Tract 115.01, Blount County, Tennessee",47,009,011501,1,470090115011
1761,"Block Group 1, Census Tract 115.02, Blount County, Tennessee",47,009,011502,1,470090115021
1278,"Block Group 2, Census Tract 115.02, Blount County, Tennessee",47,009,011502,2,470090115022
938,"Block Group 3, Census Tract 115.02, Blount County, Tennessee",47,009,011502,3,470090115023
1250,"Block Group 1, Census Tract 115.03, Blount County, Tennessee",47,009,011503,1,470090115031
2219,"Block Group 2, Census Tract 115.03, Blount County, Tennessee",47,009,011503,2,470090115032
1575,"Block Group 3, Census Tract 115.03, Blount County, Tennessee",47,009,011503,3,470090115033
1894,"Block Group 4, Census Tract 115.03, Blount County, Tennessee",47,009,011503,4,470090115034
1862,"Block Group 1, Census Tract 116.03, Blount County, Tennessee",47,009,011603,1,470090116031
854,"Block Group 2, Census Tract 116.03, Blount County, Tennessee",47,009,011603,2,470090116032
2482,"Block Group 3, Census Tract 116.03, Blount County, Tennessee",47,009,011603,3,470090116033
1323,"Block Group 1, Census Tract 116.04, Blount County, Tennessee",47,009,011604,1,470090116041
3026,"Block Group 2, Census Tract 116.04, Blount County, Tennessee",47,009,011604,2,470090116042
1276,"Block Group 1, Census Tract 116.05, Blount County, Tennessee",47,009,011605,1,470090116051
2191,"Block Group 2, Census Tract 116.05, Blount County, Tennessee",47,009,011605,2,470090116052
1816,"Block Group 1, Census Tract 116.06, Blount County, Tennessee",47,009,011606,1,470090116061
2449,"Block Group 2, Census Tract 116.06, Blount County, Tennessee",47,009,011606,2,470090116062
1852,"Block Group 3, Census Tract 116.06, Blount County, Tennessee",47,009,011606,3,470090116063
1470,"Block Group 1, Census Tract 116.07, Blount County, Tennessee",47,009,011607,1,470090116071
2392,"Block Group 2, Census Tract 116.07, Blount County, Tennessee",47,009,011607,2,470090116072
5,"Block Group 1, Census Tract 9801, Blount County, Tennessee",47,009,980100,1,470099801001
12,"Block Group 1, Census Tract 9802, Blount County, Tennessee",47,009,980200,1,470099802001
1120,"Block Group 1, Census Tract 101, Bradley County, Tennessee",47,011,010100,1,470110101001
1955,"Block Group 2, Census Tract 101, Bradley County, Tennessee",47,011,010100,2,470110101002
2186,"Block Group 3, Census Tract 101, Bradley County, Tennessee",47,011,010100,3,470110101003
2289,"Block Group 1, Census Tract 102.01, Bradley County, Tennessee",47,011,010201,1,470110102011
529,"Block Group 2, Census Tract 102.01, Bradley County, Tennessee",47,011,010201,2,470110102012
1458,"Block Group 1, Census Tract 102.02, Bradley County, Tennessee",47,011,010202,1,470110102021
1210,"Block Group 2, Census Tract 102.02, Bradley County, Tennessee",47,011,010202,2,470110102022
1056,"Block Group 1, Census Tract 103, Bradley County, Tennessee",47,011,010300,1,470110103001
2669,"Block Group 2, Census Tract 103, Bradley County, Tennessee",47,011,010300,2,470110103002
1439,"Block Group 1, Census Tract 104, Bradley County, Tennessee",47,011,010400,1,470110104001
1557,"Block Group 2, Census Tract 104, Bradley County, Tennessee",47,011,010400,2,470110104002
2602,"Block Group 1, Census Tract 105, Bradley County, Tennessee",47,011,010500,1,470110105001
1178,"Block Group 2, Census Tract 105, Bradley County, Tennessee",47,011,010500,2,470110105002
1378,"Block Group 1, Census Tract 106, Bradley County, Tennessee",47,011,010600,1,470110106001
2555,"Block Group 2, Census Tract 106, Bradley County, Tennessee",47,011,010600,2,470110106002
1563,"Block Group 1, Census Tract 107, Bradley County, Tennessee",47,011,010700,1,470110107001
997,"Block Group 2, Census Tract 107, Bradley County, Tennessee",47,011,010700,2,470110107002
1366,"Block Group 3, Census Tract 107, Bradley County, Tennessee",47,011,010700,3,470110107003
1211,"Block Group 4, Census Tract 107, Bradley County, Tennessee",47,011,010700,4,470110107004
2521,"Block Group 1, Census Tract 108, Bradley County, Tennessee",47,011,010800,1,470110108001
679,"Block Group 2, Census Tract 108, Bradley County, Tennessee",47,011,010800,2,470110108002
1221,"Block Group 1, Census Tract 109, Bradley County, Tennessee",47,011,010900,1,470110109001
1691,"Block Group 2, Census Tract 109, Bradley County, Tennessee",47,011,010900,2,470110109002
1430,"Block Group 1, Census Tract 110, Bradley County, Tennessee",47,011,011000,1,470110110001
2731,"Block Group 2, Census Tract 110, Bradley County, Tennessee",47,011,011000,2,470110110002
1457,"Block Group 3, Census Tract 110, Bradley County, Tennessee",47,011,011000,3,470110110003
1732,"Block Group 1, Census Tract 111.01, Bradley County, Tennessee",47,011,011101,1,470110111011
1521,"Block Group 2, Census Tract 111.01, Bradley County, Tennessee",47,011,011101,2,470110111012
3209,"Block Group 3, Census Tract 111.01, Bradley County, Tennessee",47,011,011101,3,470110111013
965,"Block Group 1, Census Tract 111.02, Bradley County, Tennessee",47,011,011102,1,470110111021
1998,"Block Group 2, Census Tract 111.02, Bradley County, Tennessee",47,011,011102,2,470110111022
1291,"Block Group 1, Census Tract 112.01, Bradley County, Tennessee",47,011,011201,1,470110112011
1765,"Block Group 2, Census Tract 112.01, Bradley County, Tennessee",47,011,011201,2,470110112012
3127,"Block Group 3, Census Tract 112.01, Bradley County, Tennessee",47,011,011201,3,470110112013
2932,"Block Group 1, Census Tract 112.03, Bradley County, Tennessee",47,011,011203,1,470110112031
2295,"Block Group 2, Census Tract 112.03, Bradley County, Tennessee",47,011,011203,2,470110112032
2283,"Block Group 1, Census Tract 112.04, Bradley County, Tennessee",47,011,011204,1,470110112041
3643,"Block Group 2, Census Tract 112.04, Bradley County, Tennessee",47,011,011204,2,470110112042
3243,"Block Group 1, Census Tract 113.01, Bradley County, Tennessee",47,011,011301,1,470110113011
2653,"Block Group 2, Census Tract 113.01, Bradley County, Tennessee",47,011,011301,2,470110113012
720,"Block Group 1, Census Tract 113.02, Bradley County, Tennessee",47,011,011302,1,470110113021
1868,"Block Group 2, Census Tract 113.02, Bradley County, Tennessee",47,011,011302,2,470110113022
2440,"Block Group 1, Census Tract 114.02, Bradley County, Tennessee",47,011,011402,1,470110114021
865,"Block Group 2, Census Tract 114.02, Bradley County, Tennessee",47,011,011402,2,470110114022
2416,"Block Group 1, Census Tract 114.03, Bradley County, Tennessee",47,011,011403,1,470110114031
1768,"Block Group 2, Census Tract 114.03, Bradley County, Tennessee",47,011,011403,2,470110114032
581,"Block Group 1, Census Tract 114.04, Bradley County, Tennessee",47,011,011404,1,470110114041
3419,"Block Group 2, Census Tract 114.04, Bradley County, Tennessee",47,011,011404,2,470110114042
2970,"Block Group 1, Census Tract 115.01, Bradley County, Tennessee",47,011,011501,1,470110115011
1278,"Block Group 2, Census Tract 115.01, Bradley County, Tennessee",47,011,011501,2,470110115012
1456,"Block Group 3, Census Tract 115.01, Bradley County, Tennessee",47,011,011501,3,470110115013
1816,"Block Group 1, Census Tract 115.02, Bradley County, Tennessee",47,011,011502,1,470110115021
2358,"Block Group 2, Census Tract 115.02, Bradley County, Tennessee",47,011,011502,2,470110115022
2031,"Block Group 1, Census Tract 116.01, Bradley County, Tennessee",47,011,011601,1,470110116011
604,"Block Group 2, Census Tract 116.01, Bradley County, Tennessee",47,011,011601,2,470110116012
1865,"Block Group 3, Census Tract 116.01, Bradley County, Tennessee",47,011,011601,3,470110116013
1746,"Block Group 1, Census Tract 116.02, Bradley County, Tennessee",47,011,011602,1,470110116021
1461,"Block Group 2, Census Tract 116.02, Bradley County, Tennessee",47,011,011602,2,470110116022
1478,"Block Group 3, Census Tract 116.02, Bradley County, Tennessee",47,011,011602,3,470110116023
1909,"Block Group 1, Census Tract 9501, Campbell County, Tennessee",47,013,950100,1,470139501001
442,"Block Group 2, Census Tract 9501, Campbell County, Tennessee",47,013,950100,2,470139501002
922,"Block Group 3, Census Tract 9501, Campbell County, Tennessee",47,013,950100,3,470139501003
1296,"Block Group 1, Census Tract 9502, Campbell County, Tennessee",47,013,950200,1,470139502001
981,"Block Group 2, Census Tract 9502, Campbell County, Tennessee",47,013,950200,2,470139502002
624,"Block Group 1, Census Tract 9503, Campbell County, Tennessee",47,013,950300,1,470139503001
1363,"Block Group 2, Census Tract 9503, Campbell County, Tennessee",47,013,950300,2,470139503002
851,"Block Group 1, Census Tract 9504, Campbell County, Tennessee",47,013,950400,1,470139504001
1947,"Block Group 2, Census Tract 9504, Campbell County, Tennessee",47,013,950400,2,470139504002
1533,"Block Group 3, Census Tract 9504, Campbell County, Tennessee",47,013,950400,3,470139504003
361,"Block Group 4, Census Tract 9504, Campbell County, Tennessee",47,013,950400,4,470139504004
1713,"Block Group 1, Census Tract 9505, Campbell County, Tennessee",47,013,950500,1,470139505001
496,"Block Group 2, Census Tract 9505, Campbell County, Tennessee",47,013,950500,2,470139505002
1210,"Block Group 3, Census Tract 9505, Campbell County, Tennessee",47,013,950500,3,470139505003
1552,"Block Group 4, Census Tract 9505, Campbell County, Tennessee",47,013,950500,4,470139505004
1333,"Block Group 1, Census Tract 9506.01, Campbell County, Tennessee",47,013,950601,1,470139506011
810,"Block Group 2, Census Tract 9506.01, Campbell County, Tennessee",47,013,950601,2,470139506012
780,"Block Group 1, Census Tract 9506.02, Campbell County, Tennessee",47,013,950602,1,470139506021
850,"Block Group 2, Census Tract 9506.02, Campbell County, Tennessee",47,013,950602,2,470139506022
726,"Block Group 3, Census Tract 9506.02, Campbell County, Tennessee",47,013,950602,3,470139506023
1041,"Block Group 1, Census Tract 9507.01, Campbell County, Tennessee",47,013,950701,1,470139507011
762,"Block Group 2, Census Tract 9507.01, Campbell County, Tennessee",47,013,950701,2,470139507012
1306,"Block Group 1, Census Tract 9507.02, Campbell County, Tennessee",47,013,950702,1,470139507021
1837,"Block Group 2, Census Tract 9507.02, Campbell County, Tennessee",47,013,950702,2,470139507022
1439,"Block Group 1, Census Tract 9508, Campbell County, Tennessee",47,013,950800,1,470139508001
928,"Block Group 2, Census Tract 9508, Campbell County, Tennessee",47,013,950800,2,470139508002
1571,"Block Group 1, Census Tract 9509, Campbell County, Tennessee",47,013,950900,1,470139509001
1287,"Block Group 2, Census Tract 9509, Campbell County, Tennessee",47,013,950900,2,470139509002
663,"Block Group 1, Census Tract 9510, Campbell County, Tennessee",47,013,951000,1,470139510001
1510,"Block Group 2, Census Tract 9510, Campbell County, Tennessee",47,013,951000,2,470139510002
393,"Block Group 1, Census Tract 9511, Campbell County, Tennessee",47,013,951100,1,470139511001
2518,"Block Group 2, Census Tract 9511, Campbell County, Tennessee",47,013,951100,2,470139511002
2434,"Block Group 3, Census Tract 9511, Campbell County, Tennessee",47,013,951100,3,470139511003
1222,"Block Group 1, Census Tract 9601, Cannon County, Tennessee",47,015,960100,1,470159601001
895,"Block Group 2, Census Tract 9601, Cannon County, Tennessee",47,015,960100,2,470159601002
1964,"Block Group 3, Census Tract 9601, Cannon County, Tennessee",47,015,960100,3,470159601003
620,"Block Group 1, Census Tract 9602.01, Cannon County, Tennessee",47,015,960201,1,470159602011
1567,"Block Group 2, Census Tract 9602.01, Cannon County, Tennessee",47,015,960201,2,470159602012
1374,"Block Group 1, Census Tract 9602.02, Cannon County, Tennessee",47,015,960202,1,470159602021
1333,"Block Group 2, Census Tract 9602.02, Cannon County, Tennessee",47,015,960202,2,470159602022
1475,"Block Group 3, Census Tract 9602.02, Cannon County, Tennessee",47,015,960202,3,470159602023
1784,"Block Group 1, Census Tract 9603, Cannon County, Tennessee",47,015,960300,1,470159603001
2075,"Block Group 2, Census Tract 9603, Cannon County, Tennessee",47,015,960300,2,470159603002
595,"Block Group 1, Census Tract 9620, Carroll County, Tennessee",47,017,962000,1,470179620001
883,"Block Group 2, Census Tract 9620, Carroll County, Tennessee",47,017,962000,2,470179620002
1537,"Block Group 3, Census Tract 9620, Carroll County, Tennessee",47,017,962000,3,470179620003
1219,"Block Group 4, Census Tract 9620, Carroll County, Tennessee",47,017,962000,4,470179620004
983,"Block Group 1, Census Tract 9621.01, Carroll County, Tennessee",47,017,962101,1,470179621011
1826,"Block Group 2, Census Tract 9621.01, Carroll County, Tennessee",47,017,962101,2,470179621012
872,"Block Group 1, Census Tract 9621.02, Carroll County, Tennessee",47,017,962102,1,470179621021
1788,"Block Group 2, Census Tract 9621.02, Carroll County, Tennessee",47,017,962102,2,470179621022
955,"Block Group 3, Census Tract 9621.02, Carroll County, Tennessee",47,017,962102,3,470179621023
2118,"Block Group 1, Census Tract 9622.01, Carroll County, Tennessee",47,017,962201,1,470179622011
1233,"Block Group 2, Census Tract 9622.01, Carroll County, Tennessee",47,017,962201,2,470179622012
1613,"Block Group 1, Census Tract 9622.02, Carroll County, Tennessee",47,017,962202,1,470179622021
